,Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,year,month,day
3396,103396,4772,2023-05-22,Online,Apple Store,Clothing,2059.41,Debit Card,Approved,Patrickside,2023,5,22
3406,103406,4237,2023-05-22,Online,Target,Entertainment,1548.53,PayPal,Approved,West Kiara,2023,5,22
3414,103414,1474,2023-05-23,Online,Uber,Electronics,3967.55,PayPal,Approved,Sharonchester,2023,5,23
3421,103421,2104,2023-05-23,Online,Walmart,Travel,1996.26,Credit Card,Approved,Lake Marcus,2023,5,23
3426,103426,3327,2023-05-23,Online,BestBuy,Electronics,2755.8,Credit Card,Approved,Cathymouth,2023,5,23
3433,103433,4615,2023-05-24,Online,Netflix,Dining,3919.4,UPI,Approved,Rogersbury,2023,5,24
3434,103434,1694,2023-05-24,Online,Netflix,Entertainment,3900.51,Debit Card,Approved,Lake Pamelabury,2023,5,24
3439,103439,3205,2023-05-24,Online,Target,Electronics,4120.41,Debit Card,Approved,South Carolyntown,2023,5,24
3442,103442,2896,2023-05-24,Online,Apple Store,Groceries,2533.91,Credit Card,Approved,Katherineberg,2023,5,24
3446,103446,1639,2023-05-24,Online,Apple Store,Electronics,2571.26,Debit Card,Approved,Kingside,2023,5,24
3462,103462,1374,2023-05-25,Online,Target,Entertainment,4738.84,PayPal,Approved,Brittanychester,2023,5,25
3464,103464,4900,2023-05-25,Online,Walmart,Clothing,1779.25,UPI,Declined,Jamesstad,2023,5,25
3467,103467,1323,2023-05-25,Online,Amazon,Clothing,4944.29,PayPal,Approved,Bensonport,2023,5,25
3472,103472,4808,2023-05-25,Online,Walmart,Electronics,1133.54,PayPal,Approved,Stewartbury,2023,5,25
3475,103475,3228,2023-05-25,Online,Amazon,Groceries,3945.2,Debit Card,Approved,Simmonsburgh,2023,5,25
3484,103484,2209,2023-05-26,Online,Target,Dining,3868.75,Debit Card,Approved,Barnesland,2023,5,26
3491,103491,4031,2023-05-26,Online,BestBuy,Dining,4356.92,Credit Card,Approved,South Brookechester,2023,5,26
3493,103493,1346,2023-05-26,Online,Netflix,Entertainment,2225.8,PayPal,Approved,Bradfordshire,2023,5,26
3500,103500,3003,2023-05-26,Online,Apple Store,Groceries,4508.25,PayPal,Approved,Ericberg,2023,5,26
3504,103504,2073,2023-05-27,Online,Uber,Entertainment,4550.89,Debit Card,Approved,West Scott,2023,5,27
3516,103516,2113,2023-05-27,Online,Amazon,Travel,1142.08,PayPal,Approved,East Nicholas,2023,5,27
3522,103522,4700,2023-05-27,Online,BestBuy,Dining,4143.35,UPI,Approved,East Latashaburgh,2023,5,27
3533,103533,4902,2023-05-28,Online,Uber,Dining,1621.6,PayPal,Approved,Leahstad,2023,5,28
3537,103537,3689,2023-05-28,Online,Netflix,Travel,2416.95,Debit Card,Approved,Bakerfort,2023,5,28
3544,103544,4049,2023-05-28,Online,Walmart,Electronics,4066.37,UPI,Approved,Hollyton,2023,5,28
3549,103549,2536,2023-05-28,Online,Netflix,Dining,4238.62,PayPal,Approved,Catherineville,2023,5,28
3552,103552,4493,2023-05-29,Online,BestBuy,Entertainment,1621.67,Credit Card,Approved,Port Heather,2023,5,29
3560,103560,1304,2023-05-29,Online,Amazon,Clothing,3373.04,PayPal,Approved,South Tammy,2023,5,29
3565,103565,1946,2023-05-29,Online,Target,Clothing,4957.74,PayPal,Approved,South Andrewmouth,2023,5,29
3577,103577,2691,2023-05-30,Online,Target,Groceries,2270.05,UPI,Approved,West Matthewfurt,2023,5,30
3578,103578,4373,2023-05-30,Online,Walmart,Groceries,4521.49,PayPal,Declined,South Christinachester,2023,5,30
3583,103583,1445,2023-05-30,Online,Amazon,Clothing,4513.67,UPI,Approved,Andrewville,2023,5,30
3584,103584,1609,2023-05-30,Online,Apple Store,Dining,3121.42,Credit Card,Pending,Lindaville,2023,5,30
3587,103587,1298,2023-05-30,Online,Amazon,Entertainment,2290.65,PayPal,Approved,Port Alexis,2023,5,30
3588,103588,2442,2023-05-30,Online,Apple Store,Clothing,3884.83,Debit Card,Approved,South Kristen,2023,5,30
3597,103597,2209,2023-05-30,Online,BestBuy,Groceries,3595.48,UPI,Approved,Smithfort,2023,5,30
3598,103598,2471,2023-05-30,Online,Amazon,Dining,1189.64,PayPal,Approved,Lindsaychester,2023,5,30
3599,103599,1835,2023-05-30,Online,Apple Store,Dining,2255.84,PayPal,Approved,Gravesberg,2023,5,30
3600,103600,4419,2023-05-31,Online,Apple Store,Electronics,4311.16,Credit Card,Approved,Kristinside,2023,5,31
3605,103605,2527,2023-05-31,Online,Netflix,Entertainment,1863.89,Credit Card,Approved,West Kyle,2023,5,31
3613,103613,4883,2023-05-31,Online,Netflix,Clothing,1536.31,Credit Card,Approved,Jimhaven,2023,5,31
3615,103615,1725,2023-05-31,Online,Apple Store,Clothing,1376.33,Debit Card,Approved,South Donald,2023,5,31
3617,103617,1868,2023-05-31,Online,Amazon,Electronics,3538.94,Credit Card,Approved,Lake Monicaside,2023,5,31
3620,103620,3531,2023-05-31,Online,BestBuy,Dining,1655.52,PayPal,Approved,Smithfurt,2023,5,31
3639,103639,4635,2023-06-01,Online,Netflix,Dining,4326.78,PayPal,Approved,Peterport,2023,6,1
3642,103642,2517,2023-06-01,Online,Netflix,Dining,3163.59,PayPal,Approved,Tylermouth,2023,6,1
3655,103655,3703,2023-06-02,Online,Target,Clothing,1256.49,Credit Card,Approved,Lake Nicole,2023,6,2
3657,103657,1673,2023-06-02,Online,Uber,Electronics,2698.37,Credit Card,Approved,Cohenbury,2023,6,2
3658,103658,4851,2023-06-02,Online,Uber,Electronics,3567.64,Debit Card,Approved,Port Roberto,2023,6,2
3659,103659,2057,2023-06-02,Online,Apple Store,Dining,3796.69,Credit Card,Approved,West Zacharyfurt,2023,6,2
3660,103660,4676,2023-06-02,Online,Netflix,Entertainment,4273.25,Credit Card,Approved,Daleview,2023,6,2
3667,103667,4556,2023-06-02,Online,BestBuy,Clothing,4253.35,UPI,Approved,Humphreyburgh,2023,6,2
3673,103673,3643,2023-06-03,Online,Uber,Entertainment,3997.53,UPI,Approved,Stevensonmouth,2023,6,3
3674,103674,1062,2023-06-03,Online,Uber,Electronics,1009.61,PayPal,Approved,Walkerport,2023,6,3
3676,103676,4538,2023-06-03,Online,Walmart,Travel,1099.66,PayPal,Approved,South Amanda,2023,6,3
3678,103678,3542,2023-06-03,Online,Target,Travel,2634.12,Credit Card,Approved,Wilsonmouth,2023,6,3
3690,103690,3506,2023-06-03,Online,Amazon,Entertainment,4922.85,Credit Card,Approved,New James,2023,6,3
3691,103691,4268,2023-06-03,Online,Amazon,Groceries,3728.1,UPI,Approved,Lake Amanda,2023,6,3
3701,103701,2706,2023-06-04,Online,Uber,Dining,3440.53,Credit Card,Approved,North Eduardo,2023,6,4
3708,103708,3342,2023-06-04,Online,Walmart,Groceries,4570.85,Credit Card,Approved,Rosefurt,2023,6,4
3709,103709,1708,2023-06-04,Online,Netflix,Dining,3935.25,UPI,Approved,Barrettshire,2023,6,4
3712,103712,1416,2023-06-04,Online,Walmart,Travel,2962.61,PayPal,Approved,Kevinberg,2023,6,4
3714,103714,1891,2023-06-04,Online,Target,Dining,3559.01,PayPal,Approved,New Kimberlyside,2023,6,4
3719,103719,3305,2023-06-04,Online,Netflix,Travel,4212.99,PayPal,Declined,Kerryville,2023,6,4
3728,103728,1605,2023-06-05,Online,Apple Store,Clothing,2780.77,Debit Card,Approved,East Jakeborough,2023,6,5
3738,103738,4667,2023-06-05,Online,Walmart,Groceries,4470.24,Debit Card,Approved,Davisstad,2023,6,5
3739,103739,3068,2023-06-05,Online,Target,Entertainment,1712.76,Debit Card,Approved,Port Robert,2023,6,5
3751,103751,3594,2023-06-06,Online,BestBuy,Dining,3623.01,Debit Card,Approved,West Mallory,2023,6,6
3755,103755,1695,2023-06-06,Online,Amazon,Clothing,1265.09,Debit Card,Approved,Melissaberg,2023,6,6
3759,103759,4137,2023-06-06,Online,Target,Entertainment,2883.89,Debit Card,Approved,Kimville,2023,6,6
3761,103761,2117,2023-06-06,Online,Target,Clothing,1225.16,UPI,Approved,Robinsonhaven,2023,6,6
3770,103770,2576,2023-06-07,Online,Amazon,Electronics,2478.26,PayPal,Declined,Christophertown,2023,6,7
3773,103773,2819,2023-06-07,Online,Target,Travel,2275.69,Credit Card,Approved,New Carolberg,2023,6,7
3774,103774,1247,2023-06-07,Online,Netflix,Groceries,3328.36,UPI,Approved,Rossmouth,2023,6,7
3776,103776,4458,2023-06-07,Online,Walmart,Travel,4682.67,PayPal,Approved,Stephenberg,2023,6,7
3779,103779,2470,2023-06-07,Online,Walmart,Groceries,1305.17,Debit Card,Approved,Thompsonfurt,2023,6,7
3787,103787,1082,2023-06-07,Online,Netflix,Groceries,4069.96,Debit Card,Approved,West Stevenville,2023,6,7
3793,103793,1512,2023-06-08,Online,Uber,Groceries,4762.64,Credit Card,Approved,Jasontown,2023,6,8
3800,103800,2635,2023-06-08,Online,BestBuy,Travel,1921.51,PayPal,Approved,North Richardfort,2023,6,8
3805,103805,1507,2023-06-08,Online,Target,Entertainment,3750.86,Debit Card,Approved,South Kimberlyburgh,2023,6,8
3808,103808,1255,2023-06-08,Online,Target,Travel,2777.75,PayPal,Approved,South Deanna,2023,6,8
3817,103817,4905,2023-06-09,Online,Walmart,Dining,1285.66,Credit Card,Approved,Dixonbury,2023,6,9
3818,103818,2012,2023-06-09,Online,Uber,Electronics,3243.7,UPI,Approved,Lake Brandonstad,2023,6,9
3819,103819,4465,2023-06-09,Online,Walmart,Electronics,4836.83,PayPal,Approved,New Elizabeth,2023,6,9
3821,103821,3166,2023-06-09,Online,Netflix,Entertainment,3302.07,Credit Card,Approved,Danielsmouth,2023,6,9
3840,103840,4009,2023-06-10,Online,Amazon,Travel,4473.0,UPI,Approved,Carrfurt,2023,6,10
3841,103841,3747,2023-06-10,Online,Walmart,Entertainment,2377.37,Debit Card,Approved,East Michelleside,2023,6,10
3842,103842,3936,2023-06-10,Online,Apple Store,Dining,2583.2,PayPal,Approved,Davidmouth,2023,6,10
3852,103852,1216,2023-06-10,Online,BestBuy,Electronics,1668.31,Credit Card,Approved,Port Meghantown,2023,6,10
3856,103856,3624,2023-06-10,Online,BestBuy,Entertainment,3682.54,Credit Card,Approved,New Suzanne,2023,6,10
3857,103857,3484,2023-06-10,Online,Walmart,Electronics,3015.49,PayPal,Approved,New Rachel,2023,6,10
3861,103861,1175,2023-06-10,Online,Apple Store,Groceries,4119.12,Debit Card,Approved,Deniseborough,2023,6,10
3863,103863,2185,2023-06-10,Online,BestBuy,Groceries,4575.69,PayPal,Approved,Solomonport,2023,6,10
3865,103865,4968,2023-06-11,Online,Amazon,Electronics,1336.51,PayPal,Approved,Dorseyfurt,2023,6,11
3874,103874,1186,2023-06-11,Online,Target,Electronics,2505.98,PayPal,Approved,Jensenchester,2023,6,11
3883,103883,1192,2023-06-11,Online,Netflix,Electronics,1937.65,Debit Card,Approved,East Jenniferfort,2023,6,11
3884,103884,2630,2023-06-11,Online,Uber,Travel,4241.11,Debit Card,Approved,North Jeromeborough,2023,6,11
3886,103886,4817,2023-06-11,Online,Target,Clothing,4039.28,Credit Card,Approved,Annland,2023,6,11
3887,103887,4812,2023-06-11,Online,Walmart,Electronics,3503.45,Credit Card,Declined,Robinsonbury,2023,6,11
3897,103897,1600,2023-06-12,Online,Uber,Travel,1594.2,UPI,Approved,Sotoshire,2023,6,12
3902,103902,1329,2023-06-12,Online,Target,Travel,4111.77,Debit Card,Approved,Barrettshire,2023,6,12
3913,103913,1846,2023-06-13,Online,Uber,Clothing,1500.0,UPI,Approved,South Christopher,2023,6,13
3917,103917,1105,2023-06-13,Online,Target,Entertainment,2859.8,PayPal,Declined,Lake Jamiebury,2023,6,13
3926,103926,3117,2023-06-13,Online,Uber,Electronics,3639.26,Credit Card,Approved,New Timothyberg,2023,6,13
3938,103938,2148,2023-06-14,Online,Amazon,Entertainment,4333.83,PayPal,Approved,New Juliestad,2023,6,14
3940,103940,1052,2023-06-14,Online,Walmart,Groceries,4925.09,UPI,Approved,Lake Alicia,2023,6,14
3944,103944,3312,2023-06-14,Online,Target,Travel,4718.01,Credit Card,Declined,East Amy,2023,6,14
3951,103951,2957,2023-06-14,Online,BestBuy,Travel,3995.35,UPI,Approved,Timothyside,2023,6,14
3952,103952,1021,2023-06-14,Online,Apple Store,Travel,1794.24,PayPal,Approved,Lake Frederick,2023,6,14
3954,103954,4702,2023-06-14,Online,Netflix,Electronics,1435.35,UPI,Approved,West Johnathanfurt,2023,6,14
3964,103964,2647,2023-06-15,Online,Walmart,Electronics,1198.33,Credit Card,Approved,South Julieport,2023,6,15
3967,103967,2672,2023-06-15,Online,Walmart,Dining,1832.06,PayPal,Approved,New Alexandrafort,2023,6,15
3968,103968,4027,2023-06-15,Online,Netflix,Dining,3220.5,Debit Card,Approved,Nicoleshire,2023,6,15
3976,103976,1670,2023-06-15,Online,Uber,Dining,3100.51,Credit Card,Approved,South Brittany,2023,6,15
3977,103977,3479,2023-06-15,Online,Walmart,Clothing,2795.49,PayPal,Approved,Brownfort,2023,6,15
3979,103979,1805,2023-06-15,Online,Amazon,Dining,2789.68,Credit Card,Pending,East Michael,2023,6,15
3984,103984,3462,2023-06-16,Online,Target,Dining,3891.78,Debit Card,Approved,Michelleborough,2023,6,16
3995,103995,3160,2023-06-16,Online,Uber,Clothing,4225.81,PayPal,Declined,Darinview,2023,6,16
4000,104000,4449,2023-06-16,Online,Netflix,Entertainment,1274.32,Credit Card,Approved,North Maria,2023,6,16
4008,104008,2136,2023-06-17,Online,Amazon,Clothing,3487.76,UPI,Approved,Ashleyview,2023,6,17
4012,104012,2980,2023-06-17,Online,Apple Store,Groceries,1475.79,Debit Card,Approved,Lauraborough,2023,6,17
4015,104015,1140,2023-06-17,Online,Target,Entertainment,4114.74,Debit Card,Approved,Jenkinsville,2023,6,17
4020,104020,4646,2023-06-17,Online,Apple Store,Travel,1134.02,Debit Card,Approved,Adamsview,2023,6,17
4026,104026,3259,2023-06-17,Online,BestBuy,Entertainment,2896.47,PayPal,Pending,Lake Amy,2023,6,17
4031,104031,3847,2023-06-17,Online,BestBuy,Groceries,3346.2,PayPal,Approved,Adamport,2023,6,17
4037,104037,4595,2023-06-18,Online,Apple Store,Travel,4396.56,PayPal,Approved,Nicoleport,2023,6,18
4040,104040,1075,2023-06-18,Online,Amazon,Groceries,3305.93,PayPal,Approved,Christensenfort,2023,6,18
4048,104048,4745,2023-06-18,Online,Amazon,Groceries,3176.54,UPI,Approved,Juliabury,2023,6,18
4050,104050,1727,2023-06-18,Online,Amazon,Dining,4436.69,UPI,Approved,Scottside,2023,6,18
4057,104057,1275,2023-06-19,Online,Amazon,Entertainment,2563.09,Debit Card,Approved,Jamesside,2023,6,19
4059,104059,2790,2023-06-19,Online,Apple Store,Dining,1379.01,Credit Card,Approved,Maxwellberg,2023,6,19
4062,104062,2940,2023-06-19,Online,Netflix,Dining,1710.34,Credit Card,Approved,Port Vanessa,2023,6,19
4071,104071,3153,2023-06-19,Online,Uber,Groceries,2727.66,Credit Card,Approved,West Devin,2023,6,19
4072,104072,1826,2023-06-19,Online,Amazon,Dining,1942.8,Debit Card,Approved,Lloydton,2023,6,19
4076,104076,4174,2023-06-19,Online,Walmart,Travel,3504.12,Credit Card,Approved,Port Heatherfurt,2023,6,19
4087,104087,1409,2023-06-20,Online,Netflix,Groceries,1373.75,UPI,Approved,Bellmouth,2023,6,20
4089,104089,3324,2023-06-20,Online,Uber,Travel,2366.43,Debit Card,Declined,Vanessaborough,2023,6,20
4102,104102,3319,2023-06-20,Online,Target,Clothing,3227.54,Debit Card,Approved,Lake Gregory,2023,6,20
4109,104109,3939,2023-06-21,Online,Apple Store,Clothing,2555.16,Debit Card,Approved,Lewisbury,2023,6,21
4114,104114,4209,2023-06-21,Online,Amazon,Entertainment,4672.89,Debit Card,Approved,North Gregoryfort,2023,6,21
4119,104119,2963,2023-06-21,Online,Walmart,Groceries,1538.8,PayPal,Approved,East Jessica,2023,6,21
4121,104121,1472,2023-06-21,Online,Walmart,Entertainment,2821.52,UPI,Approved,Gabrielbury,2023,6,21
4123,104123,4941,2023-06-21,Online,BestBuy,Entertainment,1130.14,UPI,Approved,Pricestad,2023,6,21
4142,104142,2293,2023-06-22,Online,Walmart,Dining,1156.37,UPI,Approved,Cherylbury,2023,6,22
4145,104145,3321,2023-06-22,Online,Walmart,Clothing,3160.07,UPI,Declined,Padillamouth,2023,6,22
4147,104147,2545,2023-06-22,Online,BestBuy,Electronics,3716.45,Credit Card,Approved,New Luketon,2023,6,22
4153,104153,4965,2023-06-23,Online,Amazon,Electronics,4264.97,Debit Card,Declined,Michaelland,2023,6,23
4158,104158,1294,2023-06-23,Online,Amazon,Travel,2314.48,PayPal,Approved,Prattburgh,2023,6,23
4160,104160,2942,2023-06-23,Online,Apple Store,Groceries,1513.48,PayPal,Approved,Aaronmouth,2023,6,23
4163,104163,1283,2023-06-23,Online,Walmart,Electronics,3210.41,Credit Card,Approved,Chanburgh,2023,6,23
4165,104165,3956,2023-06-23,Online,Uber,Clothing,4898.72,Debit Card,Approved,East Courtneymouth,2023,6,23
4170,104170,1417,2023-06-23,Online,Netflix,Clothing,2276.36,Debit Card,Approved,Lopezstad,2023,6,23
4172,104172,1010,2023-06-23,Online,Amazon,Electronics,4442.48,Debit Card,Approved,Kevinmouth,2023,6,23
4173,104173,4302,2023-06-23,Online,BestBuy,Dining,1148.68,PayPal,Approved,Dianachester,2023,6,23
4175,104175,3727,2023-06-23,Online,Walmart,Entertainment,3478.35,Credit Card,Approved,South Luke,2023,6,23
4184,104184,1193,2023-06-24,Online,Uber,Clothing,2709.3,UPI,Approved,Garciachester,2023,6,24
4187,104187,1524,2023-06-24,Online,Target,Travel,3254.57,Credit Card,Approved,Smithburgh,2023,6,24
4188,104188,4349,2023-06-24,Online,Walmart,Groceries,2015.75,UPI,Approved,Lynnstad,2023,6,24
4203,104203,3595,2023-06-25,Online,Amazon,Clothing,1001.69,Debit Card,Approved,Bennettshire,2023,6,25
4205,104205,3460,2023-06-25,Online,Walmart,Travel,3093.07,Debit Card,Approved,Port Heather,2023,6,25
4210,104210,1452,2023-06-25,Online,Amazon,Entertainment,2580.52,PayPal,Approved,Lindastad,2023,6,25
4211,104211,1073,2023-06-25,Online,BestBuy,Electronics,2478.53,UPI,Approved,East Tamaramouth,2023,6,25
4215,104215,1679,2023-06-25,Online,Apple Store,Groceries,2372.63,Debit Card,Approved,Katelynmouth,2023,6,25
4217,104217,3713,2023-06-25,Online,Uber,Clothing,4992.68,Debit Card,Approved,Muellerfort,2023,6,25
4221,104221,4184,2023-06-25,Online,BestBuy,Electronics,3940.27,Debit Card,Approved,Port Elizabeth,2023,6,25
4234,104234,1471,2023-06-26,Online,Target,Dining,3348.98,Debit Card,Approved,Lake Sallyborough,2023,6,26
4241,104241,4955,2023-06-26,Online,Apple Store,Clothing,2752.05,Credit Card,Approved,North Brenda,2023,6,26
4245,104245,4315,2023-06-26,Online,Uber,Groceries,3436.48,UPI,Approved,East Tiffany,2023,6,26
4247,104247,3304,2023-06-26,Online,Apple Store,Entertainment,3465.69,UPI,Approved,New Zachary,2023,6,26
4252,104252,2902,2023-06-27,Online,BestBuy,Dining,3451.81,Debit Card,Approved,Perezside,2023,6,27
4260,104260,4074,2023-06-27,Online,Apple Store,Electronics,4589.48,PayPal,Approved,Ortizberg,2023,6,27
4262,104262,3738,2023-06-27,Online,Apple Store,Dining,4690.91,Credit Card,Approved,Port Michelle,2023,6,27
4267,104267,2724,2023-06-27,Online,Target,Clothing,3737.47,Credit Card,Approved,New Heatherchester,2023,6,27
4270,104270,2807,2023-06-27,Online,Walmart,Groceries,3834.34,Credit Card,Approved,East Angelamouth,2023,6,27
4281,104281,4075,2023-06-28,Online,Netflix,Entertainment,4403.11,PayPal,Approved,New Russell,2023,6,28
4289,104289,2145,2023-06-28,Online,Uber,Clothing,4764.35,UPI,Approved,Phyllisport,2023,6,28
4290,104290,2338,2023-06-28,Online,Netflix,Electronics,3126.47,PayPal,Approved,Melissachester,2023,6,28
4291,104291,3779,2023-06-28,Online,Netflix,Entertainment,1899.61,PayPal,Approved,Starkport,2023,6,28
4293,104293,1524,2023-06-28,Online,Uber,Electronics,1059.3,Debit Card,Approved,Sharonside,2023,6,28
4296,104296,3443,2023-06-29,Online,Amazon,Travel,3353.06,Debit Card,Approved,South Lauren,2023,6,29
4302,104302,1046,2023-06-29,Online,Walmart,Travel,1865.04,PayPal,Approved,East Luisport,2023,6,29
4304,104304,2820,2023-06-29,Online,Walmart,Groceries,3756.35,Credit Card,Declined,Port Jenniferstad,2023,6,29
4305,104305,1234,2023-06-29,Online,Amazon,Travel,4431.3,Credit Card,Pending,West Angela,2023,6,29
4315,104315,1207,2023-06-29,Online,Uber,Electronics,1773.85,PayPal,Declined,East Adam,2023,6,29
4317,104317,2464,2023-06-29,Online,Apple Store,Dining,4819.7,Credit Card,Approved,Brandonfort,2023,6,29
4325,104325,3252,2023-06-30,Online,Netflix,Electronics,2635.92,PayPal,Approved,Moonmouth,2023,6,30
4327,104327,4916,2023-06-30,Online,Target,Entertainment,1015.52,Debit Card,Approved,Reginaville,2023,6,30
4329,104329,4816,2023-06-30,Online,Amazon,Travel,2024.02,UPI,Approved,Lake Justintown,2023,6,30
4363,104363,1326,2023-07-01,Online,Walmart,Groceries,1216.85,UPI,Approved,Moralesfurt,2023,7,1
4368,104368,3744,2023-07-02,Online,Target,Groceries,2208.41,UPI,Approved,Paulside,2023,7,2
4369,104369,2589,2023-07-02,Online,Target,Electronics,2104.43,UPI,Approved,Simmonsburgh,2023,7,2
4371,104371,1926,2023-07-02,Online,Netflix,Dining,4744.15,UPI,Approved,Port Johnathanton,2023,7,2
4374,104374,1551,2023-07-02,Online,Amazon,Entertainment,2541.0,Credit Card,Approved,East Joanna,2023,7,2
4381,104381,3274,2023-07-02,Online,Uber,Travel,2622.89,UPI,Approved,South Janetberg,2023,7,2
4389,104389,1139,2023-07-02,Online,BestBuy,Dining,1961.08,UPI,Approved,Debraburgh,2023,7,2
4403,104403,3006,2023-07-03,Online,BestBuy,Electronics,1224.31,Credit Card,Approved,East Patricia,2023,7,3
4412,104412,2610,2023-07-03,Online,Walmart,Clothing,3361.57,Debit Card,Approved,South Brianaville,2023,7,3
4413,104413,4962,2023-07-03,Online,Target,Electronics,1683.86,UPI,Declined,Smithchester,2023,7,3
4414,104414,1322,2023-07-03,Online,Apple Store,Dining,2151.87,PayPal,Approved,North Kimton,2023,7,3
4415,104415,3136,2023-07-03,Online,Uber,Dining,2131.34,Credit Card,Declined,Lake Zacharychester,2023,7,3
4424,104424,4840,2023-07-04,Online,Walmart,Entertainment,1165.32,UPI,Approved,Scottstad,2023,7,4
4425,104425,3266,2023-07-04,Online,Target,Dining,4299.88,UPI,Approved,Wilsonburgh,2023,7,4
4427,104427,3390,2023-07-04,Online,Target,Clothing,3121.77,UPI,Approved,Cynthiaville,2023,7,4
4428,104428,4398,2023-07-04,Online,BestBuy,Electronics,2136.2,UPI,Approved,New Amandaview,2023,7,4
4442,104442,4641,2023-07-05,Online,Uber,Electronics,3240.89,Credit Card,Approved,West Royborough,2023,7,5
4445,104445,2195,2023-07-05,Online,Amazon,Clothing,4500.72,UPI,Approved,New Cheyenne,2023,7,5
4450,104450,2999,2023-07-05,Online,Target,Travel,4135.76,UPI,Declined,West Jenniferland,2023,7,5
4453,104453,4875,2023-07-05,Online,Target,Dining,1347.44,Debit Card,Approved,Watersmouth,2023,7,5
4456,104456,1561,2023-07-05,Online,Uber,Electronics,4308.77,Credit Card,Approved,Jeremyton,2023,7,5
4458,104458,4874,2023-07-05,Online,Apple Store,Groceries,3096.69,UPI,Approved,Michaelville,2023,7,5
4470,104470,4679,2023-07-06,Online,Netflix,Travel,2416.49,Credit Card,Approved,Schwartzmouth,2023,7,6
4478,104478,2072,2023-07-06,Online,Target,Electronics,4948.7,UPI,Approved,Lake Williamview,2023,7,6
4483,104483,2319,2023-07-06,Online,Uber,Entertainment,3853.25,PayPal,Approved,West Lisa,2023,7,6
4486,104486,4773,2023-07-06,Online,Amazon,Travel,3962.15,UPI,Approved,Port Jonathanhaven,2023,7,6
4493,104493,4364,2023-07-07,Online,Walmart,Groceries,3134.29,PayPal,Approved,South Lauraland,2023,7,7
4506,104506,4511,2023-07-07,Online,Target,Groceries,3945.86,Debit Card,Approved,South Bradley,2023,7,7
4511,104511,4699,2023-07-07,Online,Uber,Electronics,3130.72,UPI,Approved,Jerryton,2023,7,7
4518,104518,2523,2023-07-08,Online,Target,Electronics,3312.71,Credit Card,Approved,North Pamela,2023,7,8
4519,104519,4713,2023-07-08,Online,Target,Travel,1025.79,UPI,Declined,Kyleport,2023,7,8
4520,104520,3224,2023-07-08,Online,Walmart,Groceries,4969.52,Credit Card,Approved,Velasquezberg,2023,7,8
4521,104521,1254,2023-07-08,Online,Uber,Entertainment,3913.2,Debit Card,Approved,Michelebury,2023,7,8
4528,104528,1803,2023-07-08,Online,Netflix,Clothing,1705.92,Debit Card,Approved,West Thomas,2023,7,8
4530,104530,2409,2023-07-08,Online,Uber,Travel,4316.33,PayPal,Approved,West Kimberlyhaven,2023,7,8
4540,104540,1966,2023-07-09,Online,Apple Store,Clothing,2011.14,PayPal,Approved,Matthewston,2023,7,9
4542,104542,3144,2023-07-09,Online,Apple Store,Electronics,1787.46,Debit Card,Approved,North Dennis,2023,7,9
4552,104552,2248,2023-07-09,Online,BestBuy,Groceries,2438.42,Debit Card,Approved,Latoyaberg,2023,7,9
4553,104553,1135,2023-07-09,Online,Target,Clothing,1187.89,Credit Card,Approved,West Justinland,2023,7,9
4562,104562,3528,2023-07-10,Online,Walmart,Entertainment,2017.43,Debit Card,Approved,Garciaberg,2023,7,10
4565,104565,3320,2023-07-10,Online,Uber,Groceries,4699.0,Debit Card,Declined,New Emily,2023,7,10
4567,104567,3254,2023-07-10,Online,Amazon,Travel,1661.07,PayPal,Approved,Spencerbury,2023,7,10
4570,104570,4618,2023-07-10,Online,Netflix,Clothing,4543.87,Credit Card,Pending,North Anthony,2023,7,10
4571,104571,4169,2023-07-10,Online,Uber,Dining,3599.65,PayPal,Approved,Robertsfurt,2023,7,10
4576,104576,1709,2023-07-10,Online,Amazon,Electronics,1219.9,Credit Card,Approved,Foxmouth,2023,7,10
4577,104577,2958,2023-07-10,Online,Apple Store,Electronics,3211.89,Credit Card,Approved,Michaelstad,2023,7,10
4578,104578,1899,2023-07-10,Online,Uber,Electronics,2231.94,Debit Card,Approved,West Johnstad,2023,7,10
4580,104580,2242,2023-07-10,Online,BestBuy,Travel,4606.43,PayPal,Approved,West Natashafurt,2023,7,10
4581,104581,2367,2023-07-10,Online,Uber,Clothing,4459.58,Debit Card,Declined,South Davidfurt,2023,7,10
4583,104583,1848,2023-07-10,Online,Apple Store,Entertainment,4725.33,UPI,Approved,West Joshuaview,2023,7,10
4584,104584,1797,2023-07-11,Online,Target,Travel,4864.24,PayPal,Approved,Port Karinaborough,2023,7,11
4588,104588,1987,2023-07-11,Online,BestBuy,Electronics,1153.39,UPI,Approved,New Rebeccaburgh,2023,7,11
4592,104592,2966,2023-07-11,Online,Netflix,Entertainment,2671.87,Credit Card,Pending,Adamsmouth,2023,7,11
4602,104602,1052,2023-07-11,Online,Amazon,Dining,1749.48,UPI,Approved,Michaelborough,2023,7,11
4608,104608,2032,2023-07-12,Online,Netflix,Electronics,3832.9,Credit Card,Approved,Lake Daniel,2023,7,12
4616,104616,3224,2023-07-12,Online,Apple Store,Travel,3558.98,Credit Card,Approved,Jesusshire,2023,7,12
