Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,Year,Month,Day,Discounted_Amount,Amount_Category,Date,High_Risk,Age,Gender,Account_Status
550,203,2025-01-23,ATM,Expedia,Electronics,473.61,Credit Card,Approved,New York,2025,1,23,473.61,Medium,2025-01-23,False,50,Male,Inactive
551,252,2025-01-23,Online,Amazon,Clothing,663.6,Credit Card,Declined,Miami,2025,1,23,630.42,High,2025-01-23,False,43,Male,Suspended
552,229,2025-01-23,Online,BestBuy,Dining,752.42,Credit Card,Pending,San Francisco,2025,1,23,714.799,High,2025-01-23,False,28,Female,Suspended
553,164,2025-01-24,ATM,eBay,Clothing,755.1,Credit Card,Pending,Miami,2025,1,24,717.345,High,2025-01-24,False,21,Male,Active
554,227,2025-01-24,ATM,Walmart,Clothing,580.0,Debit Card,Approved,Los Angeles,2025,1,24,551.0,High,2025-01-24,False,40,Male,Active
555,147,2025-01-24,ATM,eBay,Electronics,904.84,Credit Card,Pending,Seattle,2025,1,24,859.598,High,2025-01-24,False,35,Female,Active
556,20,2025-01-24,ATM,Target,Entertainment,818.32,Debit Card,Approved,Seattle,2025,1,24,777.404,High,2025-01-24,False,36,Female,Active
557,47,2025-01-24,POS,BestBuy,Travel,758.26,Debit Card,Declined,Miami,2025,1,24,720.347,High,2025-01-24,False,69,Male,Inactive
558,233,2025-01-24,ATM,BestBuy,Dining,60.33,Credit Card,Approved,Los Angeles,2025,1,24,60.33,Low,2025-01-24,False,60,Female,Suspended
559,14,2025-01-24,POS,Amazon,Electronics,11.84,Debit Card,Approved,New York,2025,1,24,11.84,Low,2025-01-24,False,34,Female,Suspended
560,143,2025-01-24,POS,Target,Clothing,216.39,Credit Card,Declined,San Francisco,2025,1,24,216.39,Medium,2025-01-24,False,37,Other,Inactive
561,1,2025-01-24,POS,Walmart,Electronics,665.21,Debit Card,Approved,Los Angeles,2025,1,24,631.9495000000001,High,2025-01-24,False,66,Male,Inactive
562,54,2025-01-24,Online,Costco,Entertainment,414.14,Credit Card,Approved,San Francisco,2025,1,24,414.14,Medium,2025-01-24,False,47,Male,Inactive
563,259,2025-01-24,POS,BestBuy,Travel,405.39,Debit Card,Pending,Seattle,2025,1,24,405.39,Medium,2025-01-24,False,52,Other,Suspended
564,144,2025-01-24,POS,BestBuy,Health,885.16,Debit Card,Declined,San Francisco,2025,1,24,840.9019999999999,High,2025-01-24,False,18,Male,Active
565,12,2025-01-24,Online,Amazon,Dining,896.09,Credit Card,Approved,Seattle,2025,1,24,851.2855,High,2025-01-24,True,53,Female,Suspended
566,224,2025-01-24,Online,Expedia,Travel,909.63,Debit Card,Declined,Los Angeles,2025,1,24,864.1484999999999,High,2025-01-24,True,57,Other,Inactive
567,272,2025-01-24,Online,Walmart,Groceries,317.31,Credit Card,Declined,Seattle,2025,1,24,317.31,Medium,2025-01-24,False,28,Female,Suspended
568,156,2025-01-24,ATM,eBay,Dining,692.6,Credit Card,Approved,Chicago,2025,1,24,657.97,High,2025-01-24,False,54,Female,Suspended
569,8,2025-01-24,Online,Target,Travel,275.28,Credit Card,Pending,Seattle,2025,1,24,275.28,Medium,2025-01-24,False,23,Male,Inactive
570,122,2025-01-24,Online,BestBuy,Clothing,194.66,Credit Card,Declined,Miami,2025,1,24,194.66,Medium,2025-01-24,False,21,Female,Active
571,164,2025-01-24,POS,BestBuy,Dining,188.71,Credit Card,Approved,Los Angeles,2025,1,24,188.71,Medium,2025-01-24,False,21,Male,Active
572,90,2025-01-24,Online,eBay,Dining,345.4,Debit Card,Declined,New York,2025,1,24,345.4,Medium,2025-01-24,False,28,Male,Suspended
573,136,2025-01-24,ATM,Walmart,Electronics,432.81,Debit Card,Pending,San Francisco,2025,1,24,432.81,Medium,2025-01-24,False,27,Female,Inactive
574,186,2025-01-24,Online,Expedia,Clothing,831.79,Debit Card,Pending,Houston,2025,1,24,790.2004999999999,High,2025-01-24,True,45,Male,Suspended
575,178,2025-01-24,ATM,BestBuy,Groceries,124.29,Credit Card,Pending,Los Angeles,2025,1,24,124.29,Medium,2025-01-24,False,34,Male,Inactive
576,28,2025-01-24,Online,Walmart,Health,736.25,Debit Card,Approved,Miami,2025,1,24,699.4375,High,2025-01-24,False,25,Other,Active
577,220,2025-01-25,Online,eBay,Entertainment,533.8,Debit Card,Approved,Seattle,2025,1,25,507.10999999999996,High,2025-01-25,False,61,Male,Inactive
578,41,2025-01-25,Online,Amazon,Travel,291.51,Debit Card,Pending,San Francisco,2025,1,25,291.51,Medium,2025-01-25,False,63,Male,Active
579,228,2025-01-25,Online,Expedia,Electronics,495.36,Debit Card,Approved,Chicago,2025,1,25,495.36,Medium,2025-01-25,False,37,Male,Inactive
580,192,2025-01-25,ATM,Target,Travel,303.44,Debit Card,Pending,New York,2025,1,25,303.44,Medium,2025-01-25,False,50,Male,Active
581,145,2025-01-25,ATM,BestBuy,Groceries,598.1,Credit Card,Approved,Chicago,2025,1,25,568.195,High,2025-01-25,False,69,Female,Active
582,201,2025-01-25,POS,Walmart,Groceries,436.67,Credit Card,Pending,Houston,2025,1,25,436.67,Medium,2025-01-25,False,44,Other,Suspended
583,212,2025-01-25,ATM,Amazon,Dining,168.58,Debit Card,Declined,Los Angeles,2025,1,25,168.58,Medium,2025-01-25,False,68,Female,Suspended
584,220,2025-01-25,Online,Target,Entertainment,121.0,Credit Card,Pending,San Francisco,2025,1,25,121.0,Medium,2025-01-25,False,61,Male,Inactive
585,240,2025-01-25,POS,Costco,Groceries,548.96,Credit Card,Pending,Los Angeles,2025,1,25,521.5120000000001,High,2025-01-25,False,44,Male,Active
586,46,2025-01-25,POS,Walmart,Travel,902.9,Debit Card,Approved,Miami,2025,1,25,857.7549999999999,High,2025-01-25,False,54,Female,Active
587,35,2025-01-25,POS,Walmart,Clothing,347.24,Debit Card,Approved,Los Angeles,2025,1,25,347.24,Medium,2025-01-25,False,66,Female,Suspended
588,253,2025-01-25,Online,Target,Clothing,734.34,Credit Card,Approved,New York,2025,1,25,697.623,High,2025-01-25,False,25,Female,Active
589,82,2025-01-25,ATM,Amazon,Dining,660.37,Debit Card,Approved,Houston,2025,1,25,627.3515,High,2025-01-25,False,48,Other,Inactive
590,256,2025-01-25,Online,Costco,Health,931.9,Credit Card,Approved,Chicago,2025,1,25,885.305,High,2025-01-25,True,65,Female,Suspended
591,197,2025-01-25,POS,eBay,Travel,821.88,Credit Card,Approved,Houston,2025,1,25,780.786,High,2025-01-25,False,35,Female,Inactive
592,10,2025-01-25,Online,Amazon,Travel,568.77,Debit Card,Declined,San Francisco,2025,1,25,540.3315,High,2025-01-25,False,64,Female,Inactive
593,286,2025-01-25,Online,Expedia,Groceries,658.75,Credit Card,Pending,Los Angeles,2025,1,25,625.8125,High,2025-01-25,False,55,Other,Active
594,242,2025-01-25,ATM,BestBuy,Entertainment,898.89,Credit Card,Pending,San Francisco,2025,1,25,853.9454999999999,High,2025-01-25,False,54,Male,Suspended
595,251,2025-01-25,ATM,Target,Travel,402.52,Credit Card,Pending,Chicago,2025,1,25,402.52,Medium,2025-01-25,False,32,Other,Active
596,5,2025-01-25,POS,eBay,Electronics,330.16,Debit Card,Declined,San Francisco,2025,1,25,330.16,Medium,2025-01-25,False,27,Other,Suspended
597,119,2025-01-25,Online,Costco,Health,15.76,Debit Card,Pending,Miami,2025,1,25,15.76,Low,2025-01-25,False,56,Male,Suspended
598,289,2025-01-25,Online,Target,Groceries,827.42,Debit Card,Declined,Houston,2025,1,25,786.049,High,2025-01-25,True,60,Other,Inactive
599,65,2025-01-25,ATM,Target,Electronics,801.98,Debit Card,Declined,Chicago,2025,1,25,761.881,High,2025-01-25,False,45,Female,Suspended
600,146,2025-01-25,Online,Amazon,Dining,108.93,Credit Card,Declined,Chicago,2025,1,25,108.93,Medium,2025-01-25,False,20,Male,Inactive
601,224,2025-01-26,Online,BestBuy,Clothing,578.97,Debit Card,Pending,Seattle,2025,1,26,550.0215,High,2025-01-26,False,57,Other,Inactive
602,239,2025-01-26,Online,Expedia,Dining,466.66,Debit Card,Declined,Chicago,2025,1,26,466.66,Medium,2025-01-26,False,40,Other,Active
603,177,2025-01-26,ATM,Walmart,Clothing,123.12,Debit Card,Pending,Seattle,2025,1,26,123.12,Medium,2025-01-26,False,53,Female,Suspended
604,267,2025-01-26,POS,Walmart,Dining,980.67,Debit Card,Pending,New York,2025,1,26,931.6365,High,2025-01-26,False,29,Female,Active
605,282,2025-01-26,POS,Target,Travel,218.62,Credit Card,Approved,Seattle,2025,1,26,218.62,Medium,2025-01-26,False,48,Female,Active
606,63,2025-01-26,Online,BestBuy,Electronics,71.9,Credit Card,Approved,Houston,2025,1,26,71.9,Low,2025-01-26,False,21,Female,Inactive
607,217,2025-01-26,POS,Costco,Clothing,596.87,Credit Card,Declined,San Francisco,2025,1,26,567.0264999999999,High,2025-01-26,False,31,Male,Active
608,283,2025-01-26,ATM,Costco,Groceries,740.17,Debit Card,Declined,Seattle,2025,1,26,703.1614999999999,High,2025-01-26,False,58,Male,Inactive
609,177,2025-01-26,ATM,eBay,Electronics,37.28,Debit Card,Pending,Chicago,2025,1,26,37.28,Low,2025-01-26,False,53,Female,Suspended
610,98,2025-01-26,POS,Amazon,Groceries,660.42,Credit Card,Declined,Houston,2025,1,26,627.3989999999999,High,2025-01-26,False,38,Other,Active
611,105,2025-01-26,POS,BestBuy,Electronics,534.63,Debit Card,Declined,Seattle,2025,1,26,507.89849999999996,High,2025-01-26,False,54,Other,Active
612,99,2025-01-26,Online,BestBuy,Electronics,107.75,Debit Card,Pending,Seattle,2025,1,26,107.75,Medium,2025-01-26,False,61,Other,Active
613,6,2025-01-26,POS,Amazon,Dining,176.66,Credit Card,Declined,Chicago,2025,1,26,176.66,Medium,2025-01-26,False,28,Female,Active
614,197,2025-01-26,Online,Costco,Clothing,570.13,Credit Card,Declined,Miami,2025,1,26,541.6234999999999,High,2025-01-26,False,35,Female,Inactive
615,133,2025-01-26,Online,Costco,Clothing,299.88,Debit Card,Pending,Miami,2025,1,26,299.88,Medium,2025-01-26,False,68,Female,Active
616,259,2025-01-26,ATM,Costco,Entertainment,938.62,Debit Card,Pending,Seattle,2025,1,26,891.689,High,2025-01-26,False,52,Other,Suspended
617,23,2025-01-26,ATM,Target,Electronics,819.65,Debit Card,Approved,Miami,2025,1,26,778.6674999999999,High,2025-01-26,False,68,Female,Active
618,53,2025-01-26,ATM,BestBuy,Travel,983.65,Credit Card,Pending,Los Angeles,2025,1,26,934.4675,High,2025-01-26,False,46,Male,Inactive
619,165,2025-01-26,ATM,Walmart,Travel,263.37,Credit Card,Approved,Chicago,2025,1,26,263.37,Medium,2025-01-26,False,53,Female,Active
620,202,2025-01-26,POS,Amazon,Groceries,969.88,Credit Card,Declined,Los Angeles,2025,1,26,921.386,High,2025-01-26,False,30,Male,Inactive
621,83,2025-01-26,ATM,Costco,Groceries,434.08,Credit Card,Pending,Houston,2025,1,26,434.08,Medium,2025-01-26,False,19,Male,Suspended
622,145,2025-01-26,POS,eBay,Dining,350.78,Debit Card,Pending,Los Angeles,2025,1,26,350.78,Medium,2025-01-26,False,69,Female,Active
623,85,2025-01-26,ATM,Costco,Electronics,55.1,Credit Card,Pending,Houston,2025,1,26,55.1,Low,2025-01-26,False,32,Female,Inactive
624,78,2025-01-26,POS,Costco,Groceries,57.5,Credit Card,Declined,Seattle,2025,1,26,57.5,Low,2025-01-26,False,28,Male,Suspended
625,1,2025-01-27,Online,Expedia,Groceries,693.55,Debit Card,Approved,Houston,2025,1,27,658.8725,High,2025-01-27,False,66,Male,Inactive
626,51,2025-01-27,POS,Target,Health,460.64,Debit Card,Declined,Houston,2025,1,27,460.64,Medium,2025-01-27,False,59,Other,Inactive
627,173,2025-01-27,POS,Amazon,Electronics,230.39,Debit Card,Declined,San Francisco,2025,1,27,230.39,Medium,2025-01-27,False,56,Other,Inactive
628,205,2025-01-27,ATM,Expedia,Dining,615.9,Credit Card,Pending,Los Angeles,2025,1,27,585.1049999999999,High,2025-01-27,False,43,Male,Active
629,260,2025-01-27,POS,Expedia,Groceries,256.59,Debit Card,Approved,San Francisco,2025,1,27,256.59,Medium,2025-01-27,False,59,Male,Suspended
630,288,2025-01-27,Online,eBay,Dining,579.74,Debit Card,Declined,Seattle,2025,1,27,550.7529999999999,High,2025-01-27,False,20,Other,Inactive
631,34,2025-01-27,Online,BestBuy,Clothing,362.41,Credit Card,Pending,Chicago,2025,1,27,362.41,Medium,2025-01-27,False,56,Male,Suspended
632,95,2025-01-27,ATM,eBay,Dining,824.43,Credit Card,Declined,Los Angeles,2025,1,27,783.2085,High,2025-01-27,False,30,Female,Suspended
633,72,2025-01-27,Online,BestBuy,Travel,821.59,Debit Card,Declined,Chicago,2025,1,27,780.5105,High,2025-01-27,True,41,Other,Suspended
634,39,2025-01-27,POS,BestBuy,Travel,479.96,Credit Card,Pending,Chicago,2025,1,27,479.96,Medium,2025-01-27,False,27,Other,Inactive
635,154,2025-01-27,Online,Amazon,Dining,354.07,Debit Card,Pending,Houston,2025,1,27,354.07,Medium,2025-01-27,False,46,Male,Inactive
636,250,2025-01-27,ATM,Costco,Travel,365.75,Debit Card,Approved,Los Angeles,2025,1,27,365.75,Medium,2025-01-27,False,42,Male,Inactive
637,162,2025-01-27,POS,Amazon,Clothing,806.69,Credit Card,Declined,Chicago,2025,1,27,766.3555,High,2025-01-27,False,39,Male,Inactive
638,118,2025-01-27,ATM,Target,Electronics,331.54,Debit Card,Pending,Miami,2025,1,27,331.54,Medium,2025-01-27,False,60,Female,Active
639,259,2025-01-27,POS,BestBuy,Travel,213.01,Credit Card,Pending,Chicago,2025,1,27,213.01,Medium,2025-01-27,False,52,Other,Suspended
640,268,2025-01-27,Online,Expedia,Travel,89.26,Credit Card,Approved,Miami,2025,1,27,89.26,Low,2025-01-27,False,59,Female,Inactive
641,54,2025-01-27,ATM,Costco,Dining,469.36,Credit Card,Approved,Los Angeles,2025,1,27,469.36,Medium,2025-01-27,False,47,Male,Inactive
642,236,2025-01-27,ATM,Walmart,Clothing,484.72,Debit Card,Pending,Seattle,2025,1,27,484.72,Medium,2025-01-27,False,41,Other,Active
643,222,2025-01-27,POS,Target,Entertainment,841.7,Credit Card,Approved,San Francisco,2025,1,27,799.615,High,2025-01-27,False,60,Male,Inactive
644,251,2025-01-27,ATM,Amazon,Entertainment,225.13,Credit Card,Pending,Los Angeles,2025,1,27,225.13,Medium,2025-01-27,False,32,Other,Active
645,112,2025-01-27,POS,eBay,Entertainment,384.09,Debit Card,Declined,San Francisco,2025,1,27,384.09,Medium,2025-01-27,False,24,Female,Suspended
646,255,2025-01-27,POS,Target,Entertainment,809.36,Debit Card,Approved,San Francisco,2025,1,27,768.8919999999999,High,2025-01-27,False,41,Male,Active
647,207,2025-01-27,POS,Target,Electronics,824.51,Debit Card,Declined,Los Angeles,2025,1,27,783.2845,High,2025-01-27,False,44,Other,Active
648,229,2025-01-27,POS,Costco,Dining,387.69,Debit Card,Declined,Chicago,2025,1,27,387.69,Medium,2025-01-27,False,28,Female,Suspended
649,66,2025-01-28,Online,Target,Dining,461.83,Credit Card,Declined,New York,2025,1,28,461.83,Medium,2025-01-28,False,30,Female,Inactive
650,75,2025-01-28,POS,Target,Health,306.77,Credit Card,Pending,Chicago,2025,1,28,306.77,Medium,2025-01-28,False,29,Female,Suspended
651,103,2025-01-28,ATM,Walmart,Clothing,932.89,Credit Card,Declined,Chicago,2025,1,28,886.2455,High,2025-01-28,False,25,Female,Inactive
652,192,2025-01-28,Online,eBay,Entertainment,123.05,Debit Card,Declined,Seattle,2025,1,28,123.05,Medium,2025-01-28,False,50,Male,Active
653,252,2025-01-28,ATM,eBay,Electronics,934.08,Debit Card,Declined,Houston,2025,1,28,887.376,High,2025-01-28,False,43,Male,Suspended
654,226,2025-01-28,Online,eBay,Clothing,685.45,Credit Card,Pending,Houston,2025,1,28,651.1775,High,2025-01-28,False,38,Other,Suspended
655,294,2025-01-28,POS,BestBuy,Entertainment,533.91,Debit Card,Declined,Chicago,2025,1,28,507.21449999999993,High,2025-01-28,False,32,Male,Active
656,98,2025-01-28,Online,Expedia,Electronics,37.5,Debit Card,Declined,Miami,2025,1,28,37.5,Low,2025-01-28,False,38,Other,Active
657,286,2025-01-28,Online,eBay,Clothing,478.22,Credit Card,Approved,Seattle,2025,1,28,478.22,Medium,2025-01-28,False,55,Other,Active
658,249,2025-01-28,ATM,Target,Dining,410.71,Credit Card,Pending,San Francisco,2025,1,28,410.71,Medium,2025-01-28,False,41,Other,Suspended
659,166,2025-01-28,ATM,Target,Dining,165.41,Debit Card,Declined,Houston,2025,1,28,165.41,Medium,2025-01-28,False,23,Other,Suspended
660,30,2025-01-28,POS,eBay,Groceries,658.13,Debit Card,Approved,Chicago,2025,1,28,625.2235,High,2025-01-28,False,35,Female,Suspended
661,247,2025-01-28,Online,Costco,Travel,971.3,Debit Card,Pending,Seattle,2025,1,28,922.7349999999999,High,2025-01-28,True,39,Female,Suspended
662,106,2025-01-28,Online,eBay,Entertainment,564.38,Credit Card,Pending,New York,2025,1,28,536.161,High,2025-01-28,False,19,Male,Active
663,51,2025-01-28,Online,Target,Health,716.18,Credit Card,Pending,Miami,2025,1,28,680.3709999999999,High,2025-01-28,False,59,Other,Inactive
664,81,2025-01-28,POS,BestBuy,Clothing,73.11,Credit Card,Pending,Los Angeles,2025,1,28,73.11,Low,2025-01-28,False,30,Other,Active
665,133,2025-01-28,POS,Amazon,Health,420.58,Credit Card,Pending,Chicago,2025,1,28,420.58,Medium,2025-01-28,False,68,Female,Active
666,285,2025-01-28,POS,Amazon,Groceries,120.78,Credit Card,Pending,Seattle,2025,1,28,120.78,Medium,2025-01-28,False,19,Other,Active
667,138,2025-01-28,POS,eBay,Travel,614.73,Debit Card,Declined,Chicago,2025,1,28,583.9935,High,2025-01-28,False,28,Female,Inactive
668,184,2025-01-28,POS,Walmart,Clothing,938.79,Debit Card,Declined,San Francisco,2025,1,28,891.8504999999999,High,2025-01-28,False,37,Other,Inactive
669,273,2025-01-28,ATM,eBay,Electronics,663.47,Debit Card,Declined,Miami,2025,1,28,630.2965,High,2025-01-28,False,53,Female,Active
670,69,2025-01-28,Online,Costco,Entertainment,81.42,Credit Card,Declined,Houston,2025,1,28,81.42,Low,2025-01-28,False,59,Female,Active
671,34,2025-01-28,Online,eBay,Travel,357.89,Credit Card,Approved,Houston,2025,1,28,357.89,Medium,2025-01-28,False,56,Male,Suspended
672,262,2025-01-28,Online,Amazon,Dining,552.91,Credit Card,Declined,Houston,2025,1,28,525.2645,High,2025-01-28,False,63,Other,Active
673,53,2025-01-29,Online,Target,Groceries,406.19,Debit Card,Pending,Los Angeles,2025,1,29,406.19,Medium,2025-01-29,False,46,Male,Inactive
674,205,2025-01-29,Online,eBay,Travel,834.48,Credit Card,Declined,Seattle,2025,1,29,792.756,High,2025-01-29,True,43,Male,Active
675,126,2025-01-29,Online,Target,Entertainment,815.6,Credit Card,Declined,Miami,2025,1,29,774.8199999999999,High,2025-01-29,True,45,Other,Inactive
676,235,2025-01-29,Online,Target,Travel,613.77,Debit Card,Pending,Miami,2025,1,29,583.0815,High,2025-01-29,False,53,Male,Suspended
677,43,2025-01-29,Online,Walmart,Entertainment,376.59,Credit Card,Declined,Houston,2025,1,29,376.59,Medium,2025-01-29,False,66,Female,Active
678,240,2025-01-29,ATM,Target,Dining,259.06,Debit Card,Declined,Houston,2025,1,29,259.06,Medium,2025-01-29,False,44,Male,Active
679,111,2025-01-29,Online,Amazon,Clothing,110.34,Credit Card,Declined,San Francisco,2025,1,29,110.34,Medium,2025-01-29,False,43,Other,Inactive
680,249,2025-01-29,ATM,BestBuy,Electronics,358.12,Credit Card,Approved,New York,2025,1,29,358.12,Medium,2025-01-29,False,41,Other,Suspended
681,151,2025-01-29,POS,BestBuy,Dining,416.11,Debit Card,Declined,New York,2025,1,29,416.11,Medium,2025-01-29,False,44,Other,Inactive
682,183,2025-01-29,Online,Expedia,Electronics,677.44,Debit Card,Pending,Chicago,2025,1,29,643.568,High,2025-01-29,False,33,Male,Active
683,95,2025-01-29,POS,Costco,Clothing,659.87,Debit Card,Pending,Chicago,2025,1,29,626.8765,High,2025-01-29,False,30,Female,Suspended
684,8,2025-01-29,POS,eBay,Travel,74.76,Debit Card,Declined,Miami,2025,1,29,74.76,Low,2025-01-29,False,23,Male,Inactive
685,184,2025-01-29,POS,Costco,Electronics,398.28,Debit Card,Declined,Miami,2025,1,29,398.28,Medium,2025-01-29,False,37,Other,Inactive
686,281,2025-01-29,ATM,Amazon,Groceries,185.87,Debit Card,Declined,Los Angeles,2025,1,29,185.87,Medium,2025-01-29,False,26,Female,Suspended
687,195,2025-01-29,POS,Target,Groceries,161.03,Credit Card,Pending,Los Angeles,2025,1,29,161.03,Medium,2025-01-29,False,39,Female,Active
688,195,2025-01-29,POS,BestBuy,Entertainment,828.17,Credit Card,Pending,New York,2025,1,29,786.7615,High,2025-01-29,False,39,Female,Active
689,155,2025-01-29,POS,Costco,Dining,46.71,Debit Card,Approved,Chicago,2025,1,29,46.71,Low,2025-01-29,False,53,Male,Suspended
690,93,2025-01-29,Online,Amazon,Clothing,422.09,Credit Card,Approved,New York,2025,1,29,422.09,Medium,2025-01-29,False,33,Male,Suspended
691,160,2025-01-29,Online,BestBuy,Entertainment,172.36,Debit Card,Approved,New York,2025,1,29,172.36,Medium,2025-01-29,False,42,Other,Suspended
692,61,2025-01-29,ATM,Target,Dining,879.93,Credit Card,Pending,Chicago,2025,1,29,835.9334999999999,High,2025-01-29,False,29,Other,Suspended
693,122,2025-01-29,ATM,Costco,Dining,559.26,Debit Card,Approved,Seattle,2025,1,29,531.2969999999999,High,2025-01-29,False,21,Female,Active
694,51,2025-01-29,Online,BestBuy,Entertainment,235.22,Credit Card,Declined,Los Angeles,2025,1,29,235.22,Medium,2025-01-29,False,59,Other,Inactive
695,277,2025-01-29,ATM,eBay,Health,504.92,Credit Card,Declined,San Francisco,2025,1,29,479.674,High,2025-01-29,False,30,Female,Suspended
696,5,2025-01-29,Online,eBay,Dining,732.83,Credit Card,Pending,San Francisco,2025,1,29,696.1885,High,2025-01-29,False,27,Other,Suspended
697,92,2025-01-30,POS,Expedia,Health,958.33,Credit Card,Approved,San Francisco,2025,1,30,910.4135,High,2025-01-30,False,19,Male,Suspended
698,170,2025-01-30,POS,Expedia,Groceries,224.34,Credit Card,Declined,Chicago,2025,1,30,224.34,Medium,2025-01-30,False,54,Male,Suspended
699,22,2025-01-30,ATM,BestBuy,Groceries,886.75,Debit Card,Pending,Houston,2025,1,30,842.4124999999999,High,2025-01-30,False,35,Other,Inactive
700,1,2025-01-30,Online,Amazon,Dining,934.63,Debit Card,Approved,Houston,2025,1,30,887.8984999999999,High,2025-01-30,True,66,Male,Inactive
701,133,2025-01-30,Online,eBay,Groceries,916.84,Debit Card,Declined,Houston,2025,1,30,870.9979999999999,High,2025-01-30,True,68,Female,Active
702,233,2025-01-30,ATM,Amazon,Clothing,637.24,Credit Card,Approved,Miami,2025,1,30,605.3779999999999,High,2025-01-30,False,60,Female,Suspended
703,12,2025-01-30,Online,Amazon,Health,631.67,Debit Card,Pending,Los Angeles,2025,1,30,600.0864999999999,High,2025-01-30,False,53,Female,Suspended
704,46,2025-01-30,POS,BestBuy,Health,406.19,Credit Card,Approved,Los Angeles,2025,1,30,406.19,Medium,2025-01-30,False,54,Female,Active
705,34,2025-01-30,ATM,Amazon,Dining,753.64,Credit Card,Pending,Seattle,2025,1,30,715.958,High,2025-01-30,False,56,Male,Suspended
706,78,2025-01-30,ATM,eBay,Groceries,533.64,Credit Card,Approved,Seattle,2025,1,30,506.95799999999997,High,2025-01-30,False,28,Male,Suspended
707,218,2025-01-30,Online,Target,Electronics,679.05,Debit Card,Declined,Miami,2025,1,30,645.0975,High,2025-01-30,False,29,Male,Suspended
708,73,2025-01-30,ATM,Expedia,Entertainment,431.32,Credit Card,Pending,New York,2025,1,30,431.32,Medium,2025-01-30,False,33,Male,Active
709,282,2025-01-30,Online,Target,Entertainment,732.84,Debit Card,Pending,Seattle,2025,1,30,696.198,High,2025-01-30,False,48,Female,Active
710,249,2025-01-30,Online,Amazon,Health,825.35,Debit Card,Pending,San Francisco,2025,1,30,784.0825,High,2025-01-30,True,41,Other,Suspended
711,47,2025-01-30,Online,Target,Dining,150.7,Credit Card,Approved,Houston,2025,1,30,150.7,Medium,2025-01-30,False,69,Male,Inactive
712,121,2025-01-30,Online,eBay,Dining,833.77,Credit Card,Approved,San Francisco,2025,1,30,792.0814999999999,High,2025-01-30,True,36,Male,Active
713,214,2025-01-30,Online,eBay,Clothing,542.6,Debit Card,Declined,Houston,2025,1,30,515.47,High,2025-01-30,False,47,Male,Active
714,239,2025-01-30,ATM,Amazon,Travel,845.44,Debit Card,Pending,San Francisco,2025,1,30,803.168,High,2025-01-30,False,40,Other,Active
715,56,2025-01-30,POS,BestBuy,Travel,434.15,Debit Card,Pending,New York,2025,1,30,434.15,Medium,2025-01-30,False,50,Female,Active
716,107,2025-01-30,POS,Target,Health,382.15,Debit Card,Approved,San Francisco,2025,1,30,382.15,Medium,2025-01-30,False,58,Male,Suspended
717,48,2025-01-30,ATM,BestBuy,Entertainment,915.49,Debit Card,Approved,San Francisco,2025,1,30,869.7155,High,2025-01-30,False,41,Male,Inactive
718,61,2025-01-30,ATM,BestBuy,Clothing,254.91,Debit Card,Declined,Chicago,2025,1,30,254.91,Medium,2025-01-30,False,29,Other,Suspended
719,26,2025-01-30,POS,Walmart,Clothing,844.99,Credit Card,Declined,San Francisco,2025,1,30,802.7405,High,2025-01-30,False,23,Other,Inactive
720,292,2025-01-30,POS,Amazon,Clothing,486.6,Debit Card,Approved,Chicago,2025,1,30,486.6,Medium,2025-01-30,False,20,Male,Suspended
721,257,2025-01-31,POS,Expedia,Health,516.52,Debit Card,Pending,Los Angeles,2025,1,31,490.69399999999996,High,2025-01-31,False,55,Female,Inactive
722,8,2025-01-31,POS,eBay,Travel,311.93,Debit Card,Declined,Miami,2025,1,31,311.93,Medium,2025-01-31,False,23,Male,Inactive
723,113,2025-01-31,POS,eBay,Entertainment,575.18,Debit Card,Approved,San Francisco,2025,1,31,546.4209999999999,High,2025-01-31,False,56,Male,Suspended
724,253,2025-01-31,Online,Amazon,Clothing,328.59,Credit Card,Approved,Los Angeles,2025,1,31,328.59,Medium,2025-01-31,False,25,Female,Active
725,180,2025-01-31,ATM,Costco,Entertainment,44.07,Credit Card,Pending,Seattle,2025,1,31,44.07,Low,2025-01-31,False,63,Male,Inactive
726,207,2025-01-31,Online,Costco,Groceries,275.64,Debit Card,Approved,Seattle,2025,1,31,275.64,Medium,2025-01-31,False,44,Other,Active
727,127,2025-01-31,POS,Costco,Dining,11.35,Debit Card,Approved,Chicago,2025,1,31,11.35,Low,2025-01-31,False,47,Male,Inactive
728,56,2025-01-31,POS,Expedia,Dining,978.46,Debit Card,Declined,San Francisco,2025,1,31,929.537,High,2025-01-31,False,50,Female,Active
729,214,2025-01-31,POS,eBay,Entertainment,965.92,Credit Card,Approved,San Francisco,2025,1,31,917.6239999999999,High,2025-01-31,False,47,Male,Active
730,14,2025-01-31,Online,Amazon,Electronics,398.18,Credit Card,Approved,New York,2025,1,31,398.18,Medium,2025-01-31,False,34,Female,Suspended
731,28,2025-01-31,Online,eBay,Electronics,729.73,Credit Card,Declined,Los Angeles,2025,1,31,693.2435,High,2025-01-31,False,25,Other,Active
732,78,2025-01-31,POS,BestBuy,Health,349.08,Credit Card,Pending,Houston,2025,1,31,349.08,Medium,2025-01-31,False,28,Male,Suspended
