Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,27373.651,,,8
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,51214.85,,,13
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,31975.29,,,21
LIB,Department of Public Libraries,LIB 71 Little Falls Library,M,34721,,2823.75,13
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,112267,,5332.31,24
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,49114,,398.7,21
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,63483.5739,,,13
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,93986,,45.7,N2
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,2737.349,,,8
LIB,Department of Public Libraries,LIB 71 Little Falls Library,M,753.9553,,,16
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,111462.7129,,,N25
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,32717.831,,,18
LIB,Department of Public Libraries,LIB 71 Little Falls Library,M,14219.49,,,24
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,52146.945,,,13
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,33955.241,,,21
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,27291.5,,,18
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,14867,,,M3
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,9282.321,,888.21,N2
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,69442,,3668.15,13
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,69442,,1584.69,13
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,86776.847,,,21
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,22324.8629,,,8
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,8735.8215,,,21
LIB,Department of Public Libraries,LIB 71 Long Branch Library,M,59814.863,,,16
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,99253.522,,,24
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,84745.5899,,,21
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,27291.5,,,18
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,87358,,,N25
LIB,Department of Public Libraries,LIB 71 Long Branch Library,F,29664.6,,,13
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,4341.25,,3458.21,13
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,98228,,7816.14,21
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,96685.97,,,N25
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,55172.1136,,,21
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,31233.1252,,,13
LIB,Department of Public Libraries,LIB 71 Maggie Nightingale Library,F,194,,,8
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,14196.3169,,,N25
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,49114,,,21
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,34721,,2745.9,13
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,69442.31,,1128.53,13
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,78947,,649.1,16
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,93986,,45.7,N2
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,32241.1383,,,13
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,28221.5,,,8
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,92612.599,,,24
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,M,733.4489,23.98,,18
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,M,23431.365,,,13
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,28418.4815,,,18
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,76648.98,,,24
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,63798.925,,,21
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,22639,,,13
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,27291.5,,,18
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,M,22639,,,13
LIB,Department of Public Libraries,LIB 71 Materials Delivery,M,75621,,3572.81,12
LIB,Department of Public Libraries,LIB 71 Materials Delivery,M,66572,,181.86,12
LIB,Department of Public Libraries,LIB 71 Materials Delivery,M,66572,,,12
LIB,Department of Public Libraries,LIB 71 Materials Delivery,M,545.3812,,,12
LIB,Department of Public Libraries,LIB 71 Materials Delivery,M,54333,,,12
LIB,Department of Public Libraries,LIB 71 Noyes Library,M,84678.1295,,,24
LIB,Department of Public Libraries,LIB 71 Noyes Library,F,3749.184,,,13
LIB,Department of Public Libraries,LIB 71 Noyes Library,F,41111,,,21
LIB,Department of Public Libraries,LIB 71 Olney Library,F,93986,,45.7,N2
LIB,Department of Public Libraries,LIB 71 Olney Library,F,76623.9268,,,16
LIB,Department of Public Libraries,LIB 71 Olney Library,F,34721,,568.67,13
LIB,Department of Public Libraries,LIB 71 Olney Library,M,74614,,1444.69,16
LIB,Department of Public Libraries,LIB 71 Olney Library,F,37396.7579,,,18
LIB,Department of Public Libraries,LIB 71 Olney Library,F,61549.2558,19.93,,13
LIB,Department of Public Libraries,LIB 71 Olney Library,F,3141.59,,,13
LIB,Department of Public Libraries,LIB 71 Olney Library,F,33931.865,,,18
LIB,Department of Public Libraries,LIB 71 Olney Library,F,16251.9394,,,24
LIB,Department of Public Libraries,LIB 71 Olney Library,F,8516.5779,,,24
LIB,Department of Public Libraries,LIB 71 Olney Library,F,35818.4794,,,18
LIB,Department of Public Libraries,LIB 71 Olney Library,M,24898.974,,,8
LIB,Department of Public Libraries,LIB 71 Olney Library,F,2324.98,,,13
LIB,Department of Public Libraries,LIB 71 Olney Library,F,25414.9,,,13
LIB,Department of Public Libraries,LIB 71 Olney Library,F,9293.9853,,,N25
LIB,Department of Public Libraries,LIB 71 Olney Library,F,33955.241,,,21
LIB,Department of Public Libraries,LIB 71 Olney Library,F,63798.925,,,21
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,69442,,549.5,13
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,72344.362,,,16
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,929.152,,,N2
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,23646.4173,,,13
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,4271.2963,,,13
LIB,Department of Public Libraries,LIB 71 Potomac Library,M,23431.365,,,13
LIB,Department of Public Libraries,LIB 71 Potomac Library,M,67562.6679,,,21
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,84725.59,,,24
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,8228.77,,,24
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,98333,,,N25
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,283,,,18
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,34434.72,,,21
LIB,Department of Public Libraries,LIB 71 Public Service Administration,F,17367,,,N23
LIB,Department of Public Libraries,LIB 71 Public Service Administration,F,1435.6,,,M2
LIB,Department of Public Libraries,LIB 71 Public Service Administration,F,14272.5479,,,N25
LIB,Department of Public Libraries,LIB 71 Public Service Administration,F,117424,,,N25
LIB,Department of Public Libraries,LIB 71 Public Service Administration,M,14114.66,,,M2
LIB,Department of Public Libraries,LIB 71 Public Service Administration,M,119333,,,N28
LIB,Department of Public Libraries,LIB 71 Public Service Administration,M,84333,,,23
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,34721,,2745.9,13
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,49114,,294.33,21
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,28221.55,,458.64,8
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,M,78947,,394.76,16
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,55553.6,,92.85,13
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,28221.5,,458.64,8
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,M,76192.89,,,N2
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,34721,,274.94,13
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,84745.64,,,21
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,54747.229,,,13
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,6442.29,,,16
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,29644.458,,,13
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,3935.21,,,18
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,27291.5,,,18
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,114866.61,,,M3
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,7238.6187,,,18
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,95827.3948,,,24
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,634.9554,,,13
LIB,Department of Public Libraries,LIB 71 Rockville Library,M,82648.5923,,,21
LIB,Department of Public Libraries,LIB 71 Rockville Library,M,24898.974,,,8
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,11542.9,,,M3
LIB,Department of Public Libraries,LIB 71 Rockville Library,M,7751.9112,,,21
LIB,Department of Public Libraries,LIB 71 Rockville Library,M,1527.484,,,24
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,19255,,,8
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,272.95,,,13
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,22639,,,13
LIB,Department of Public Libraries,LIB 71 Technology Management,M,122842,,984.36,26
LIB,Department of Public Libraries,LIB 71 Technology Management,M,89948,,426.33,19
LIB,Department of Public Libraries,LIB 71 Technology Management,M,135822.42,,,M3
LIB,Department of Public Libraries,LIB 71 Technology Management,M,89948,,7146.51,19
LIB,Department of Public Libraries,LIB 71 Technology Management,M,65993.1111,,,14
LIB,Department of Public Libraries,LIB 71 Technology Management,F,9389.655,,,N26
LIB,Department of Public Libraries,LIB 71 Technology Management,M,82333,,,19
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,112267,,895.52,24
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,49114,,398.7,21
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,34721,,2284.45,13
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,M,78947,,1282.97,16
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,M,69442,,3276.15,13
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,26986.464,,,8
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,28377.48,19.7,,13
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,M,26637.85,,,13
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,7514.4625,,,21
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,88319.655,,,N25
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,59333,,,N2
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,M,27291.5,,,18
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,84244.86,,,24
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,25839.79,,,13
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,34434.72,,,21
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,283,,,18
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,845,,,24
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,69442,,549.5,13
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,138895.97,,,M3
LIB,Department of Public Libraries,LIB 71 Wheaton Library,M,116957.99,,,N25
LIB,Department of Public Libraries,LIB 71 Wheaton Library,M,112267,,,24
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,26245.4265,,,13
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,7238.6379,,,18
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,24557.34,,,13
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,87377.1799,,,N2
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,362.57,,,13
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,2315.9771,,,8
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,56.14,,,13
LIB,Department of Public Libraries,LIB 71 Wheaton Library,M,74915.816,,,21
LIB,Department of Public Libraries,LIB 71 Wheaton Library,M,34866.1,,,8
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,1296.7419,,,24
LIB,Department of Public Libraries,LIB 71 Wheaton Library,M,58388.728,,,16
LIB,Department of Public Libraries,LIB 71 Wheaton Library,M,7287.4572,,,21
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,73696.347,,,21
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,27291.5,,,18
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,2429.42,,,13
LIB,Department of Public Libraries,LIB 71 Wheaton Library,M,24223.73,,,13
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,22639,,,13
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,15294,,,N25
LIB,Department of Public Libraries,LIB 71 Collection Management,F,69442,,4934.81,13
MPB,Merit System Protection Board Department,MPB 4 Executive Secretary,M,13194.75,,,M2
MPB,Merit System Protection Board Department,MPB 4 Merit System Protection Board,F,5398.9439,,,N16
NDA,Non-Departmental Account,NDA 99 MCERP,M,188181,,357.99,N39
NDA,Non-Departmental Account,NDA 99 MCERP,M,188181,,,N39
NDA,Non-Departmental Account,NDA 99 MCERP,F,1345,,,N28
NDA,Non-Departmental Account,NDA 99 MCERP,M,19659,,,M1
NDA,Non-Departmental Account,NDA 99 MCERP,F,13947.15,,,M3
NDA,Non-Departmental Account,NDA 99 MCERP,M,176966,,,N36
NDA,Non-Departmental Account,NDA 99 MCERP,F,19452.38,,,M1
NDA,Non-Departmental Account,NDA 99 MCERP,F,155747.45,,,M2
NDA,Non-Departmental Account,NDA 99 MCERP,M,8776.231,,,N21
NDA,Non-Departmental Account,NDA 99 MCERP,F,13254.48,,,M3
NDA,Non-Departmental Account,NDA 99 MCERP,M,176966,,,N36
NDA,Non-Departmental Account,NDA 99 MCERP,F,9646.5151,,,N23
NDA,Non-Departmental Account,NDA 99 MCERP,F,15255.49,,,M3
NDA,Non-Departmental Account,NDA 99 MCERP,M,84573.729,,,N23
NDA,Non-Departmental Account,NDA 99 MCERP,M,16184.655,,,N33
NDA,Non-Departmental Account,NDA 99 MCERP,F,92459.655,,,N25
NDA,Non-Departmental Account,NDA 99 MCERP,M,9342.45,,,N23
NDA,Non-Departmental Account,NDA 99 MCERP,M,19659,,,M1
NDA,Non-Departmental Account,NDA 99 MCERP,F,163.95,,,N25
NDA,Non-Departmental Account,NDA 99 MCERP,M,72,,,N21
OAG,Office of Agriculture,OAG 78 Agricultural Services,F,98228,,1596.27,N21
OAG,Office of Agriculture,OAG 78 Agricultural Services,M,175873,,,M2
OAG,Office of Agriculture,OAG 78 Agricultural Services,M,115636,,,M2
OAG,Office of Agriculture,OAG 78 Agricultural Services,F,85113.8356,,,N21
OAG,Office of Agriculture,OAG 78 Agricultural Services,F,74333,,,N23
OAG,Office of Agriculture,OAG 78 Soil Conservation,M,152237.1,,,M3
OAG,Office of Agriculture,OAG 78 Soil Conservation,M,11346.276,,,N25
OAG,Office of Agriculture,OAG 78 Soil Conservation,F,78947,,267.54,N16
OAG,Office of Agriculture,OAG 78 Soil Conservation,M,11147.24,,,NULL
OAG,Office of Agriculture,OAG 78 Soil Conservation,M,76341.5311,,,N23
OAG,Office of Agriculture,OAG 78 Soil Conservation,M,128531,,,N27
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,78947,172.31,6257.7,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,98228,,,N21
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,82436,232.78,1339.65,18
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,17367,,,N23
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,89653.48,,452.9,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,87944.9641,,,N21
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,93986,9173.46,1525.9,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,93986,2162.29,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,67884.354,,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,67647.666,228.3,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,8169.36,8891.59,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,17599.43,,,M2
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,8169.36,2864.61,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,85385.6637,5783.22,,21
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,9246.3,171.8,,N21
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,81944.287,13737.93,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,8954.9336,1232.2,,N25
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,57477.697,,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,63974.714,,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,63974.714,497.44,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,79578.75,1851.33,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,79578.93,7642.14,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,7238.6318,823.54,,18
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,715.3287,,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,6181.762,1596.91,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,63974.691,331.61,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,75438.8883,3899.42,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,715.3287,5.5,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,185538,,,N38
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,68468.8225,2573.99,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,7671.5193,34.26,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,76192.757,,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,61821.9534,1148.9,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,67863.7188,,,18
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,7989.2154,2229.57,,19
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,8649.3294,,,N25
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,68618.337,3325.5,,15
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,56343.7553,1814.64,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,7267.3252,4993.14,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,8386.3,6636.91,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,5549.4423,,,13
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,137249.33,,,M3
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,1564.9928,,,N25
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,61943.5172,741.9,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,61943.7315,,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,64433.38,4864.81,,N19
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,7469.8366,348.82,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,5814.3858,2241.25,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,595.6624,686.58,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,59849.27,562.59,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,68433.7345,769.62,,18
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,7822.6333,1211.85,,19
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,67384.1857,2735.67,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,14767,,,N29
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,63226.6722,4954.48,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,531.9894,214.28,,13
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,86836.4518,3587.77,,21
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,66494.753,,,18
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,54961.679,448.6,,15
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,82186.4763,414.89,,N21
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,49545.94,128.85,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,5265.94,,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,67384.1857,826.14,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,7245.94,,,18
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,68382.94,,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,8685.94,4817.14,,N23
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,67322.925,525.33,,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,6676.51,3187.39,,18
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,57269.655,,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,58333,841.54,,N19
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,69333,687.34,,2
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,55333,564.76,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,5251,135.9,,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,6,,,13
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,65,421.89,,17
OAS,Office of Animal Services,OAS 38 Office of Animal Services,F,55333,399.5,,14
OAS,Office of Animal Services,OAS 38 Office of Animal Services,F,115,,,N29
OCP,Office of Consumer Protection,OCP 39 Director,M,23,,,EX1
OCP,Office of Consumer Protection,OCP 39 Director,F,6985.575,,,N17
OCP,Office of Consumer Protection,OCP 39 Investigations,M,117424,,558.66,25
OCP,Office of Consumer Protection,OCP 39 Investigations,F,117424,,198.14,25
OCP,Office of Consumer Protection,OCP 39 Investigations,F,15294,,,M3
OCP,Office of Consumer Protection,OCP 39 Investigations,M,117424,,733.9,25
OCP,Office of Consumer Protection,OCP 39 Investigations,F,117424,,9367.17,25
OCP,Office of Consumer Protection,OCP 39 Investigations,F,117424,,9367.17,25
OCP,Office of Consumer Protection,OCP 39 Investigations,F,9817.737,,,25
OCP,Office of Consumer Protection,OCP 39 Investigations,M,113334.796,,,25
OCP,Office of Consumer Protection,OCP 39 Investigations,M,92597.62,,,23
OCP,Office of Consumer Protection,OCP 39 Office of Consumer Protection,M,93347.537,,,23
OCP,Office of Consumer Protection,OCP 39 Operations,M,94151.5436,,,N25
OCP,Office of Consumer Protection,OCP 39 Operations,M,14955.23,,,M3
OCP,Office of Consumer Protection,OCP 39 Operations,M,531.9849,,,14
OCP,Office of Consumer Protection,OCP 39 Operations,F,89844.1479,,,23
OCP,Office of Consumer Protection,OCP 39 Operations,M,7285.5,,,N18
OCP,Office of Consumer Protection,OCP 39 Operations,F,7285.5,,,N18
OCP,Office of Consumer Protection,OCP 39 Operations,F,87287,,,23
OFR,Office of Food Systems Resilience,OFR 28 Food Systems Resilience,F,144333,,,M2
OFR,Office of Food Systems Resilience,OFR 28 Food Systems Resilience,F,92,,,N23
OFR,Office of Food Systems Resilience,OFR 28 Food Systems Resilience,M,12,,,N25
OGM,Office of Grants Management,OGM 27 Director's Office,M,15393.18,,,M2
OGM,Office of Grants Management,OGM 27 Office of Grants Management,F,97483,,,N25
OGM,Office of Grants Management,OGM 27 Office of Grants Management,F,89333,,,N25
OGM,Office of Grants Management,OGM 27 Office of Grants Management,F,9525,,,N25
OGM,Office of Grants Management,OGM 27 Office of Grants Management,F,87,,,N23
OHR,Office of Human Resources,OHR 33 Administrative Services Team,F,175873,,,M2
OHR,Office of Human Resources,OHR 33 Administrative Services Team,F,17367,,1744.73,N23
OHR,Office of Human Resources,OHR 33 Administrative Services Team,F,122842,,,N26
OHR,Office of Human Resources,OHR 33 Administrative Services Team,F,12114.6975,,,N25
OHR,Office of Human Resources,OHR 33 Business Operations and Performance Division,F,93.22,,,N25
OHR,Office of Human Resources,OHR 33 EEO Compliance and Diversity Management Division,M,5965,1471.48,,N18
OHR,Office of Human Resources,OHR 33 EEO Compliance and Diversity Management Division,M,137633,,,M2
OHR,Office of Human Resources,OHR 33 Health and Employee Welfare Division,F,115634.7199,,,N25
OHR,Office of Human Resources,OHR 33 Health and Employee Welfare Division,F,1631.5889,,,N23
OHR,Office of Human Resources,OHR 33 Health Insurance Team,F,117424,,,N25
OHR,Office of Human Resources,OHR 33 Health Insurance Team,F,12682,,,N22
OHR,Office of Human Resources,OHR 33 Health Insurance Team,F,15294,,,M3
OHR,Office of Human Resources,OHR 33 Health Insurance Team,M,82396.163,713.6,,N21
OHR,Office of Human Resources,OHR 33 Health Insurance Team,F,117424,,,N25
OHR,Office of Human Resources,OHR 33 Health Insurance Team,F,117424,,,N25
OHR,Office of Human Resources,OHR 33 Health Insurance Team,F,76454.858,248.12,,N18
OHR,Office of Human Resources,OHR 33 Health Insurance Team,F,63.94,,,N18
OHR,Office of Human Resources,OHR 33 Occupational Medical Services Team,F,98228,,4174.9,N21
OHR,Office of Human Resources,OHR 33 Occupational Medical Services Team,F,98228,,,N21
OHR,Office of Human Resources,OHR 33 Occupational Medical Services Team,F,134184.22,,,M3
OHR,Office of Human Resources,OHR 33 Occupational Medical Services Team,M,8288.28,,,N21
OHR,Office of Human Resources,OHR 33 Records Management Team,F,98228,,4186.89,N21
OHR,Office of Human Resources,OHR 33 Records Management Team,F,12124.28,,,M3
OHR,Office of Human Resources,OHR 33 Records Management Team,M,9285.593,,,N21
OHR,Office of Human Resources,OHR 33 Records Management Team,F,8914.87,,,N25
OHR,Office of Human Resources,OHR 33 Records Management Team,M,96198.6788,,,N22
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,117424,,513.3,N25
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,117424,,88.68,N25
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,M,117424,,,N25
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,15681.6,,4583.74,N25
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,117424,,513.3,N25
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,12659.2233,,,N22
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,117424,,,N25
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,117424,,,N25
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,117424,,,N25
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,6435.94,369.45,,N16
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,133395,,,M2
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,58822.155,4.99,,N18
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,M,83554,,,N22
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,69,,,N21
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,83554,,,N22
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,F,75,,,N22
OHR,Office of Human Resources,OHR 33 Recruitment and Selection Division,M,7343,,,N18
