Voter_ID,Age,Income,Education_Level,Gender,Employment_Status,Marital_Status,Children,Own_House,City_Type,Political_Interest,Voting_History,Internet_Usage_Hours,TV_Watch_Hours,News_Following,Preferred_News_Source,Religious,Environmental_Concern,Trust_in_Government,Party_Vote
646,34,129014,PhD,Male,Retired,Married,1,Yes,Suburban,Medium,Never,0,9,Occasionally,Internet,Yes,Medium,High,NO
647,86,87588,High School,Other,Student,Widowed,3,Yes,Suburban,Medium,Never,9,2,Never,Internet,No,High,Low,YES
648,51,78646,PhD,Other,Student,Divorced,0,Yes,Rural,Low,Always,9,2,Never,Internet,Yes,High,High,NO
649,23,18654,High School,Other,Retired,Divorced,4,Yes,Urban,Medium,Rarely,5,2,Regularly,Internet,Yes,Low,High,NO
650,70,33743,No Formal Education,Other,Unemployed,Single,0,Yes,Suburban,Low,Always,0,6,Regularly,TV,Yes,Medium,Medium,YES
651,83,63368,Bachelor,Male,Unemployed,Divorced,3,Yes,Urban,Low,Always,1,3,Never,Internet,No,Low,Medium,NO
652,60,134735,No Formal Education,Male,Unemployed,Single,1,No,Rural,Medium,Always,4,3,Never,TV,Yes,High,Low,NO
653,40,134891,Master,Female,Employed,Widowed,2,Yes,Suburban,Low,Never,1,2,Occasionally,Internet,No,Medium,Low,NO
654,72,122971,Master,Male,Retired,Divorced,1,No,Rural,High,Always,9,9,Never,Newspaper,Yes,Low,Medium,NO
655,33,27149,Master,Other,Unemployed,Married,4,Yes,Urban,Low,Never,0,8,Occasionally,Social Media,No,High,Medium,YES
656,25,115102,No Formal Education,Female,Student,Widowed,5,Yes,Rural,Low,Rarely,5,1,Never,Newspaper,No,Low,Low,YES
657,21,74189,PhD,Other,Self-employed,Single,2,Yes,Rural,Medium,Never,7,3,Regularly,Newspaper,No,Medium,High,NO
658,21,86031,Bachelor,Male,Self-employed,Widowed,1,No,Urban,Medium,Never,7,7,Regularly,TV,Yes,Medium,Low,YES
659,73,57668,Master,Female,Unemployed,Single,2,Yes,Rural,Low,Often,7,5,Never,Internet,No,Medium,High,YES
660,42,103204,Master,Other,Self-employed,Widowed,5,Yes,Urban,Medium,Always,5,6,Occasionally,Social Media,No,Medium,Medium,YES
661,84,52384,Master,Female,Self-employed,Single,0,No,Suburban,High,Always,2,6,Occasionally,Social Media,Yes,Medium,Medium,YES
662,84,96929,Bachelor,Female,Employed,Divorced,3,No,Urban,High,Always,0,1,Occasionally,Internet,Yes,Low,Medium,NO
663,44,142959,Master,Male,Student,Married,1,No,Urban,Medium,Always,1,3,Never,TV,No,Low,High,YES
664,49,91153,Bachelor,Other,Student,Single,4,No,Suburban,Low,Often,4,9,Never,TV,Yes,Low,Low,NO
665,67,90388,Master,Female,Employed,Widowed,0,Yes,Urban,High,Often,9,9,Regularly,TV,Yes,Low,High,NO
666,78,46401,No Formal Education,Female,Employed,Single,1,No,Suburban,High,Often,4,5,Regularly,Social Media,Yes,High,Low,YES
667,68,134503,No Formal Education,Other,Self-employed,Single,0,Yes,Suburban,Low,Often,9,2,Never,TV,No,High,Low,NO
668,36,142834,Bachelor,Female,Retired,Single,4,Yes,Urban,Medium,Always,0,8,Regularly,TV,Yes,Low,Low,YES
669,38,49084,No Formal Education,Female,Self-employed,Widowed,1,No,Rural,High,Never,0,3,Occasionally,Social Media,No,High,Medium,NO
670,22,125641,Bachelor,Female,Employed,Married,5,Yes,Rural,Low,Rarely,8,9,Occasionally,Social Media,Yes,High,Low,NO
671,59,120111,No Formal Education,Other,Student,Divorced,5,No,Suburban,Low,Often,1,1,Never,Newspaper,Yes,Medium,Medium,YES
672,78,51041,No Formal Education,Other,Self-employed,Married,4,Yes,Rural,High,Never,6,5,Occasionally,Social Media,No,Low,Low,NO
673,39,103920,Bachelor,Other,Retired,Single,2,No,Rural,Medium,Often,9,0,Never,Internet,Yes,High,Low,YES
674,38,80681,PhD,Other,Self-employed,Widowed,4,No,Urban,High,Always,3,5,Occasionally,Social Media,Yes,High,Medium,NO
675,87,96571,No Formal Education,Male,Unemployed,Married,2,No,Suburban,Low,Always,6,9,Never,Social Media,Yes,Low,Medium,NO
676,18,142556,Master,Female,Self-employed,Single,1,No,Suburban,High,Never,7,0,Occasionally,TV,Yes,Medium,High,YES
677,22,41160,PhD,Other,Employed,Divorced,2,No,Urban,Medium,Never,4,7,Occasionally,Newspaper,No,Low,Low,YES
678,29,32633,Bachelor,Female,Student,Divorced,1,No,Rural,Low,Never,0,4,Regularly,TV,No,Medium,Medium,YES
679,63,32014,PhD,Female,Student,Divorced,1,Yes,Suburban,Medium,Always,3,5,Regularly,Newspaper,No,High,High,NO
680,51,95532,High School,Male,Employed,Single,3,Yes,Rural,High,Always,9,1,Regularly,TV,No,Medium,High,YES
681,66,64104,High School,Other,Unemployed,Widowed,1,Yes,Suburban,High,Rarely,2,1,Regularly,Internet,No,Medium,Medium,YES
682,62,92231,No Formal Education,Other,Employed,Married,2,No,Suburban,Medium,Never,9,8,Regularly,TV,No,Low,Low,YES
683,44,83388,No Formal Education,Female,Self-employed,Divorced,3,Yes,Suburban,High,Rarely,4,2,Regularly,TV,No,High,High,YES
684,43,31014,Master,Other,Employed,Single,3,No,Suburban,Medium,Often,9,5,Never,Internet,Yes,Low,Low,NO
685,64,107578,PhD,Female,Employed,Single,1,Yes,Rural,High,Rarely,9,9,Never,Internet,No,Low,Low,NO
686,73,55390,High School,Female,Unemployed,Married,4,Yes,Rural,Medium,Often,5,4,Regularly,Social Media,No,High,High,NO
687,80,38711,No Formal Education,Male,Self-employed,Divorced,4,No,Rural,Medium,Often,1,3,Never,TV,No,Low,Medium,NO
688,65,106658,PhD,Male,Retired,Single,5,Yes,Rural,Low,Rarely,6,9,Regularly,Internet,Yes,Low,Low,NO
689,78,72993,No Formal Education,Male,Retired,Married,3,Yes,Urban,Low,Never,2,1,Never,Internet,No,Medium,Medium,NO
690,43,22421,No Formal Education,Female,Student,Widowed,1,Yes,Suburban,Medium,Often,0,7,Occasionally,Social Media,No,Low,High,YES
691,53,32727,High School,Other,Employed,Widowed,4,No,Suburban,High,Never,9,9,Never,Newspaper,No,High,Low,NO
692,18,127418,High School,Male,Student,Widowed,1,Yes,Suburban,High,Always,2,6,Never,Internet,Yes,Low,Medium,YES
693,25,19358,No Formal Education,Other,Unemployed,Divorced,1,No,Urban,High,Often,8,1,Never,Internet,No,Medium,Medium,YES
694,69,80108,Bachelor,Male,Retired,Married,3,Yes,Rural,Medium,Always,9,5,Occasionally,TV,Yes,Low,Low,YES
695,64,109018,No Formal Education,Male,Employed,Married,5,Yes,Suburban,Medium,Rarely,5,7,Regularly,Social Media,Yes,Low,Medium,YES
696,73,139457,No Formal Education,Female,Unemployed,Single,3,Yes,Rural,Medium,Never,5,6,Never,TV,Yes,Low,Medium,NO
697,31,46910,Master,Male,Unemployed,Single,0,Yes,Rural,Medium,Rarely,3,0,Never,Newspaper,Yes,Medium,High,NO
698,45,141888,Master,Male,Employed,Single,4,No,Urban,Low,Often,7,4,Occasionally,Social Media,No,High,High,NO
699,19,70754,Master,Female,Unemployed,Married,4,Yes,Urban,Medium,Always,4,1,Regularly,TV,Yes,High,Medium,YES
700,43,124847,Bachelor,Other,Employed,Single,4,No,Rural,High,Often,6,5,Never,Internet,Yes,Medium,Medium,NO
701,31,53467,Bachelor,Male,Employed,Married,2,No,Suburban,Low,Rarely,8,6,Occasionally,Internet,No,Medium,Low,NO
702,76,48893,No Formal Education,Female,Self-employed,Married,1,Yes,Suburban,High,Never,4,6,Regularly,Social Media,Yes,Low,High,NO
703,73,91329,Master,Male,Student,Widowed,3,Yes,Urban,Medium,Never,4,2,Regularly,Internet,Yes,High,Low,NO
704,24,46007,Bachelor,Female,Unemployed,Single,4,No,Urban,Low,Often,3,6,Never,TV,Yes,Medium,Medium,NO
705,20,69253,High School,Other,Unemployed,Widowed,0,No,Urban,Medium,Often,5,4,Never,Social Media,Yes,High,Low,NO
706,40,27323,No Formal Education,Other,Self-employed,Divorced,4,Yes,Urban,Low,Always,1,7,Never,Internet,Yes,Low,Medium,YES
707,35,126335,PhD,Female,Self-employed,Divorced,5,Yes,Urban,High,Rarely,2,7,Never,Internet,Yes,Medium,High,YES
708,55,127356,No Formal Education,Female,Self-employed,Divorced,1,Yes,Urban,Medium,Often,0,6,Occasionally,Newspaper,No,High,High,NO
709,32,125944,PhD,Female,Retired,Married,1,Yes,Urban,Medium,Always,1,5,Occasionally,Newspaper,No,High,Medium,YES
710,81,31456,Master,Other,Retired,Married,3,Yes,Suburban,Low,Often,1,1,Never,Social Media,No,Low,High,YES
711,45,46367,PhD,Male,Retired,Married,2,No,Urban,Low,Never,7,5,Regularly,Newspaper,No,Medium,Medium,NO
712,56,69624,Master,Other,Employed,Single,3,Yes,Urban,Medium,Always,7,8,Never,TV,Yes,High,Low,YES
713,74,83008,High School,Female,Unemployed,Widowed,4,Yes,Suburban,Low,Always,1,1,Regularly,Internet,Yes,Low,Medium,NO
714,34,140926,PhD,Female,Student,Married,5,No,Suburban,Medium,Often,5,0,Regularly,Internet,Yes,High,Low,YES
715,61,130395,No Formal Education,Other,Employed,Widowed,0,Yes,Rural,Low,Rarely,4,4,Regularly,Internet,No,Low,Medium,NO
716,42,131492,Master,Female,Unemployed,Widowed,3,Yes,Urban,High,Never,2,5,Occasionally,Social Media,No,High,High,YES
717,34,87240,No Formal Education,Other,Unemployed,Widowed,2,No,Urban,Low,Rarely,4,2,Regularly,Social Media,Yes,High,Medium,YES
718,30,79315,Bachelor,Female,Self-employed,Single,3,Yes,Urban,High,Always,4,7,Regularly,Newspaper,Yes,Low,Medium,YES
719,42,25756,Master,Male,Self-employed,Single,1,No,Urban,Low,Rarely,4,6,Occasionally,Internet,No,Medium,Medium,YES
720,85,51378,PhD,Male,Employed,Divorced,4,Yes,Rural,Low,Always,2,1,Regularly,Internet,No,Low,High,NO
721,27,140703,Master,Female,Self-employed,Divorced,4,Yes,Suburban,Medium,Rarely,2,6,Regularly,Internet,No,Medium,Medium,YES
722,84,71549,No Formal Education,Other,Unemployed,Widowed,4,Yes,Suburban,Low,Often,3,0,Never,Internet,No,High,High,NO
723,35,88794,High School,Male,Self-employed,Divorced,4,No,Urban,Low,Rarely,6,8,Regularly,Internet,Yes,High,Medium,NO
724,51,60113,Master,Other,Retired,Widowed,4,No,Urban,High,Always,1,6,Regularly,TV,No,Low,Low,YES
725,25,89069,PhD,Female,Self-employed,Single,4,No,Urban,Low,Never,9,5,Regularly,Internet,No,Low,Medium,YES
726,57,140541,Bachelor,Other,Unemployed,Single,0,No,Rural,Medium,Never,3,1,Regularly,TV,Yes,Medium,Low,NO
727,59,24686,High School,Male,Employed,Single,2,Yes,Rural,High,Never,3,2,Regularly,Internet,Yes,Medium,High,YES
728,58,68363,Bachelor,Other,Student,Married,4,No,Suburban,Medium,Always,0,0,Occasionally,Social Media,Yes,Medium,High,NO
729,23,112543,Master,Other,Self-employed,Widowed,2,No,Urban,Medium,Rarely,9,9,Regularly,Social Media,No,Low,Medium,YES
730,69,146733,No Formal Education,Female,Unemployed,Single,5,No,Urban,Medium,Never,7,4,Regularly,TV,No,High,High,NO
731,43,110673,No Formal Education,Female,Student,Widowed,4,Yes,Urban,Medium,Never,0,8,Occasionally,Internet,No,Low,Medium,YES
732,81,57828,PhD,Female,Student,Divorced,3,Yes,Urban,High,Never,7,5,Occasionally,Social Media,No,High,High,YES
733,76,63604,No Formal Education,Male,Retired,Divorced,4,No,Rural,Low,Often,6,4,Regularly,Social Media,Yes,Low,Low,NO
734,73,25526,High School,Male,Student,Single,1,No,Suburban,Medium,Always,8,2,Regularly,Internet,Yes,Low,High,NO
735,76,83910,No Formal Education,Female,Unemployed,Widowed,0,Yes,Suburban,High,Always,7,4,Regularly,Internet,No,Medium,Low,NO
736,87,40592,PhD,Female,Unemployed,Single,3,No,Rural,Medium,Always,4,7,Never,Social Media,No,High,Medium,YES
737,50,43982,Master,Male,Self-employed,Divorced,3,No,Urban,Low,Always,7,1,Never,Internet,No,Low,Medium,YES
738,70,15207,Master,Male,Self-employed,Single,1,No,Suburban,High,Always,9,4,Regularly,Newspaper,Yes,Low,Medium,YES
739,39,103733,No Formal Education,Male,Self-employed,Widowed,4,No,Suburban,High,Often,2,5,Occasionally,Internet,No,High,Low,YES
740,38,139982,Bachelor,Male,Student,Divorced,0,Yes,Rural,Low,Rarely,9,9,Regularly,Social Media,Yes,Low,Medium,NO
741,87,83619,Master,Female,Student,Married,3,Yes,Urban,High,Often,6,7,Occasionally,Social Media,No,High,Medium,NO
742,87,61479,No Formal Education,Male,Retired,Divorced,0,Yes,Suburban,Low,Never,3,7,Occasionally,TV,Yes,Medium,Low,YES
743,21,96437,PhD,Female,Self-employed,Married,3,No,Urban,High,Often,4,4,Occasionally,Newspaper,Yes,Medium,High,YES
744,79,113540,No Formal Education,Other,Employed,Single,4,No,Suburban,High,Always,8,8,Regularly,Social Media,No,High,Medium,YES
745,79,87982,Master,Other,Retired,Single,5,Yes,Rural,Low,Often,6,3,Regularly,Newspaper,Yes,Medium,High,NO
746,41,117747,PhD,Male,Employed,Widowed,3,Yes,Urban,Low,Always,3,8,Occasionally,Internet,Yes,High,High,NO
747,72,63231,No Formal Education,Other,Student,Married,5,Yes,Rural,High,Often,5,6,Never,Social Media,No,Low,Medium,YES
748,26,44301,High School,Other,Retired,Single,3,No,Suburban,High,Always,9,5,Never,TV,Yes,Low,Medium,NO
749,20,33752,PhD,Other,Retired,Married,2,Yes,Rural,Low,Never,6,3,Never,Social Media,No,High,Low,YES
750,48,113452,High School,Male,Unemployed,Single,4,No,Rural,Low,Always,9,1,Occasionally,TV,Yes,Low,Low,YES
751,57,136237,Bachelor,Male,Student,Divorced,1,No,Rural,High,Often,8,7,Regularly,Newspaper,Yes,Medium,Medium,NO
752,53,71273,PhD,Other,Student,Single,5,Yes,Suburban,High,Never,3,5,Occasionally,TV,Yes,Low,High,NO
753,41,106878,High School,Female,Retired,Widowed,1,Yes,Urban,High,Often,9,2,Never,Internet,Yes,Low,Low,NO
754,23,19895,Master,Other,Student,Divorced,4,No,Rural,Low,Never,2,6,Regularly,Internet,No,High,Low,NO
755,83,134968,Master,Male,Retired,Widowed,1,Yes,Urban,High,Rarely,7,9,Occasionally,Internet,No,Medium,Medium,YES
756,21,130700,Bachelor,Male,Unemployed,Divorced,4,Yes,Suburban,Medium,Rarely,0,6,Occasionally,Social Media,No,Low,Medium,NO
757,23,91559,PhD,Male,Retired,Married,1,No,Urban,Low,Rarely,8,5,Never,Internet,Yes,Low,Medium,NO
758,68,25699,PhD,Other,Student,Widowed,5,No,Rural,High,Often,0,1,Occasionally,Internet,Yes,High,Medium,NO
759,79,24715,PhD,Female,Student,Single,2,No,Rural,Low,Often,1,7,Regularly,Social Media,No,High,Low,NO
760,74,34169,Bachelor,Male,Retired,Married,1,No,Rural,Medium,Never,7,0,Never,Newspaper,No,Medium,Low,YES
761,83,133413,PhD,Male,Retired,Single,5,No,Rural,Low,Never,8,0,Never,Internet,No,Low,Low,YES
762,25,134264,Master,Other,Retired,Divorced,3,Yes,Rural,High,Never,6,5,Regularly,Internet,No,High,High,NO
763,43,20782,High School,Female,Self-employed,Divorced,4,No,Rural,Medium,Never,2,4,Never,Social Media,Yes,High,Low,NO
764,68,139481,Master,Other,Student,Single,0,No,Suburban,Medium,Always,6,8,Occasionally,Newspaper,No,High,Low,YES
765,62,50585,Master,Male,Student,Single,0,No,Suburban,High,Rarely,5,6,Occasionally,Newspaper,Yes,Medium,Medium,YES
766,61,45682,High School,Female,Self-employed,Married,4,Yes,Suburban,High,Always,1,1,Never,Newspaper,No,High,Low,NO
767,22,144992,Master,Female,Retired,Single,2,No,Urban,High,Always,2,6,Regularly,Social Media,Yes,Medium,Low,YES
768,87,99416,Bachelor,Male,Unemployed,Widowed,1,No,Urban,Low,Always,9,2,Occasionally,TV,No,Medium,Low,YES
769,43,142810,High School,Female,Retired,Widowed,2,No,Suburban,Low,Always,9,0,Regularly,TV,No,Low,Medium,YES
770,85,53067,Master,Female,Retired,Single,0,Yes,Urban,Low,Rarely,4,7,Occasionally,Internet,Yes,Low,Low,YES
771,36,33073,No Formal Education,Other,Self-employed,Widowed,5,No,Urban,High,Always,9,2,Occasionally,Internet,Yes,Medium,Low,NO
772,37,51035,Master,Male,Student,Single,4,No,Rural,High,Never,3,7,Never,Internet,No,Low,High,YES
773,29,105373,Bachelor,Male,Retired,Married,4,No,Rural,Low,Often,1,6,Never,TV,Yes,Low,High,YES
774,64,98362,PhD,Male,Student,Widowed,2,Yes,Urban,Medium,Never,3,1,Regularly,Social Media,No,High,High,NO
775,18,105517,Master,Male,Employed,Widowed,5,Yes,Urban,Low,Often,7,0,Never,Internet,Yes,Low,High,NO
776,31,80450,PhD,Male,Student,Single,2,Yes,Suburban,Medium,Never,4,6,Occasionally,Social Media,No,Medium,Medium,NO
777,81,25382,No Formal Education,Female,Unemployed,Widowed,1,Yes,Urban,High,Never,4,0,Occasionally,Internet,No,Low,High,YES
778,55,76929,Master,Other,Unemployed,Divorced,3,No,Rural,High,Often,9,5,Regularly,Social Media,No,High,Low,NO
779,54,113864,High School,Male,Retired,Married,5,No,Urban,Low,Rarely,2,9,Regularly,Social Media,No,Medium,High,YES
780,28,40169,PhD,Other,Student,Married,3,Yes,Suburban,Low,Always,7,9,Occasionally,TV,No,Low,Medium,NO
781,20,102468,No Formal Education,Other,Retired,Widowed,1,Yes,Rural,High,Never,5,7,Never,Social Media,No,Medium,High,YES
782,50,49594,High School,Female,Self-employed,Widowed,3,No,Rural,Low,Rarely,1,6,Never,Newspaper,No,Low,High,NO
783,23,60033,High School,Male,Unemployed,Divorced,0,No,Rural,High,Always,1,3,Regularly,TV,No,High,Medium,NO
784,67,78133,High School,Female,Retired,Divorced,3,Yes,Rural,High,Rarely,8,0,Regularly,Internet,Yes,Low,Medium,YES
785,27,88861,High School,Male,Self-employed,Widowed,1,Yes,Urban,Medium,Rarely,6,0,Occasionally,TV,Yes,Medium,Medium,NO
786,22,46750,Master,Female,Retired,Widowed,3,Yes,Suburban,Low,Always,9,3,Occasionally,Newspaper,Yes,Medium,Medium,NO
787,40,55461,Master,Other,Student,Divorced,4,Yes,Urban,High,Never,8,4,Regularly,Newspaper,No,Medium,Medium,NO
788,27,93222,Master,Male,Student,Single,2,No,Urban,Low,Rarely,5,6,Occasionally,Social Media,No,Low,Medium,NO
789,61,127020,No Formal Education,Other,Student,Divorced,0,Yes,Rural,Medium,Never,4,3,Regularly,Newspaper,No,Low,Low,NO
790,19,39226,No Formal Education,Other,Student,Single,4,Yes,Suburban,Medium,Never,0,9,Regularly,Newspaper,Yes,Low,High,YES
791,30,21721,No Formal Education,Female,Employed,Married,4,No,Rural,Low,Never,5,0,Never,Newspaper,Yes,High,High,YES
792,57,35609,Bachelor,Male,Self-employed,Married,1,No,Urban,Low,Always,5,9,Regularly,Newspaper,Yes,High,Medium,NO
793,19,145513,No Formal Education,Other,Self-employed,Divorced,2,No,Urban,High,Often,2,6,Occasionally,Internet,Yes,High,Medium,NO
794,82,119211,Master,Female,Student,Single,2,No,Rural,Medium,Never,2,1,Never,Internet,Yes,Medium,Low,YES
795,80,139865,Master,Male,Employed,Divorced,5,No,Urban,Medium,Often,2,1,Never,TV,No,Medium,Low,YES
796,34,89520,Bachelor,Male,Student,Divorced,0,Yes,Urban,Medium,Often,2,7,Occasionally,Social Media,Yes,Medium,Medium,NO
797,26,79309,Bachelor,Other,Employed,Single,1,Yes,Rural,Low,Rarely,6,9,Occasionally,Internet,No,Medium,Low,YES
798,32,44984,No Formal Education,Male,Student,Divorced,0,Yes,Urban,High,Never,9,9,Occasionally,Newspaper,No,Medium,Low,NO
799,41,133947,PhD,Other,Unemployed,Married,5,No,Suburban,Low,Never,1,9,Regularly,Social Media,No,Low,Medium,NO
800,55,20901,Bachelor,Male,Unemployed,Widowed,3,Yes,Rural,Low,Never,9,4,Never,Internet,Yes,Medium,Medium,NO
801,52,46055,High School,Female,Retired,Widowed,4,No,Suburban,Low,Often,9,9,Regularly,TV,Yes,Low,Medium,NO
802,66,129099,Master,Other,Student,Divorced,0,Yes,Urban,High,Always,1,1,Regularly,Newspaper,No,High,Medium,YES
803,86,26138,High School,Other,Self-employed,Single,4,Yes,Urban,Low,Often,2,4,Regularly,Social Media,Yes,High,High,YES
804,79,38429,Master,Male,Retired,Single,1,No,Rural,Medium,Never,9,7,Regularly,Internet,Yes,High,High,YES
805,77,65200,Master,Male,Unemployed,Married,3,No,Urban,Medium,Never,6,5,Never,Social Media,No,High,Medium,NO
806,67,116268,Bachelor,Other,Student,Single,1,Yes,Rural,Medium,Never,2,2,Never,Internet,No,High,Low,YES
807,26,32347,Bachelor,Male,Retired,Single,3,Yes,Rural,High,Often,6,7,Regularly,TV,No,Medium,Medium,NO
808,51,46822,High School,Female,Student,Married,3,Yes,Rural,Low,Never,8,8,Occasionally,Newspaper,No,Medium,High,NO
809,52,55108,Master,Male,Unemployed,Divorced,4,Yes,Rural,High,Rarely,9,4,Never,TV,No,Medium,Low,YES
810,18,143955,High School,Female,Retired,Widowed,1,Yes,Rural,Low,Never,3,1,Regularly,Newspaper,Yes,High,High,NO
811,57,22967,PhD,Female,Unemployed,Married,1,No,Suburban,Medium,Always,6,1,Occasionally,Newspaper,No,High,Medium,NO
812,81,125719,High School,Female,Employed,Divorced,0,No,Rural,Low,Rarely,8,6,Occasionally,Social Media,Yes,Low,High,NO
813,39,26871,No Formal Education,Female,Unemployed,Married,1,No,Suburban,Low,Never,7,0,Regularly,Internet,Yes,Medium,High,YES
814,77,43179,High School,Female,Student,Divorced,0,No,Urban,Low,Rarely,7,9,Never,TV,No,High,High,NO
815,81,70099,No Formal Education,Male,Self-employed,Married,2,Yes,Rural,High,Never,8,1,Occasionally,TV,No,High,Low,YES
816,89,50262,No Formal Education,Female,Unemployed,Divorced,2,Yes,Urban,Low,Always,4,9,Never,TV,Yes,High,High,NO
817,28,93213,No Formal Education,Male,Self-employed,Married,2,No,Rural,Low,Never,4,3,Never,Social Media,No,Low,Low,YES
818,31,132407,PhD,Female,Employed,Divorced,5,Yes,Suburban,Low,Rarely,2,0,Occasionally,Social Media,Yes,High,Medium,NO
819,77,101269,High School,Other,Retired,Married,1,No,Suburban,High,Always,4,3,Regularly,Social Media,No,Low,Medium,YES
820,47,75545,High School,Female,Retired,Widowed,5,Yes,Suburban,High,Often,7,9,Occasionally,Newspaper,No,Low,High,YES
821,52,54922,PhD,Other,Self-employed,Widowed,1,Yes,Urban,High,Always,4,4,Occasionally,TV,Yes,Medium,Low,NO
822,54,57913,Master,Female,Retired,Single,0,Yes,Rural,Low,Always,3,8,Never,Newspaper,Yes,High,Medium,NO
823,22,112033,Bachelor,Female,Unemployed,Divorced,5,No,Urban,Medium,Always,7,0,Regularly,TV,No,Low,Low,NO
824,43,119792,High School,Female,Self-employed,Married,5,No,Suburban,Medium,Rarely,6,4,Never,TV,No,High,Low,NO
825,79,134863,Bachelor,Other,Student,Divorced,5,No,Urban,Medium,Always,5,1,Occasionally,Internet,No,Medium,High,YES
826,21,59936,PhD,Other,Unemployed,Widowed,3,No,Suburban,Low,Never,4,8,Regularly,TV,Yes,Medium,High,NO
827,59,43141,Master,Female,Unemployed,Divorced,0,Yes,Suburban,Medium,Always,4,5,Regularly,Social Media,No,Low,Low,YES
828,35,112359,Master,Male,Unemployed,Married,2,Yes,Suburban,Medium,Always,9,1,Regularly,Social Media,No,Medium,Low,NO
829,57,138279,Master,Female,Student,Divorced,0,Yes,Rural,Medium,Never,1,2,Regularly,Social Media,No,Medium,High,YES
830,89,56568,PhD,Other,Employed,Married,3,Yes,Rural,Low,Never,3,7,Regularly,Internet,No,Medium,Low,YES
831,56,112539,No Formal Education,Female,Retired,Widowed,1,No,Suburban,Medium,Often,7,0,Occasionally,Internet,Yes,High,High,YES
832,31,61851,No Formal Education,Other,Self-employed,Widowed,0,Yes,Urban,Medium,Always,7,2,Occasionally,Newspaper,Yes,High,Low,NO
833,49,69823,Bachelor,Other,Employed,Widowed,5,Yes,Urban,Low,Rarely,0,9,Occasionally,TV,Yes,Low,High,NO
834,68,38312,No Formal Education,Other,Self-employed,Single,2,Yes,Rural,High,Always,1,0,Never,TV,No,Low,Low,YES
835,55,113723,No Formal Education,Female,Retired,Widowed,2,No,Suburban,Medium,Always,4,7,Regularly,Social Media,No,Medium,High,YES
836,40,27411,Master,Other,Student,Divorced,1,No,Urban,High,Never,8,0,Regularly,Social Media,No,Medium,Low,YES
837,80,72009,Master,Other,Unemployed,Single,0,No,Suburban,Medium,Often,9,4,Occasionally,Social Media,Yes,Low,Medium,YES
838,32,47371,Bachelor,Female,Unemployed,Widowed,3,Yes,Urban,Low,Always,6,3,Regularly,Social Media,Yes,Medium,Medium,YES
839,42,72022,High School,Other,Student,Divorced,1,No,Rural,High,Rarely,9,6,Never,Social Media,Yes,Low,Low,NO
840,34,86229,Bachelor,Female,Employed,Divorced,0,Yes,Suburban,High,Always,4,4,Regularly,Social Media,Yes,High,Medium,YES
841,83,114071,Bachelor,Other,Employed,Divorced,4,Yes,Suburban,High,Rarely,0,7,Regularly,TV,No,Medium,Low,NO
842,70,111774,PhD,Male,Self-employed,Married,2,Yes,Urban,High,Never,5,0,Never,Internet,Yes,Medium,Low,NO
843,68,41715,PhD,Male,Student,Single,3,No,Urban,Medium,Often,7,4,Occasionally,Social Media,Yes,Medium,Medium,NO
844,56,42605,Bachelor,Other,Employed,Divorced,5,No,Urban,Medium,Always,6,3,Occasionally,TV,No,High,Low,YES
845,68,114853,Bachelor,Male,Student,Married,3,Yes,Suburban,High,Often,1,2,Regularly,Social Media,Yes,High,High,YES
846,87,46174,Bachelor,Female,Retired,Widowed,5,Yes,Rural,Medium,Always,4,4,Never,Newspaper,No,Medium,Low,YES
847,23,91373,No Formal Education,Male,Unemployed,Divorced,3,No,Rural,High,Rarely,3,9,Occasionally,Newspaper,No,Low,Low,YES
848,84,84252,PhD,Other,Unemployed,Married,2,No,Urban,High,Often,8,2,Occasionally,TV,No,High,Medium,NO
849,24,85017,Bachelor,Other,Unemployed,Divorced,5,No,Rural,Low,Always,9,7,Occasionally,Internet,No,Medium,High,NO
850,68,78037,Master,Female,Student,Single,0,Yes,Urban,High,Never,0,2,Regularly,Newspaper,No,Medium,Low,NO
851,89,104818,Master,Other,Student,Single,5,Yes,Rural,Medium,Rarely,5,0,Never,Newspaper,Yes,High,Low,YES
852,59,21548,No Formal Education,Female,Self-employed,Widowed,1,Yes,Suburban,High,Often,2,8,Regularly,Internet,Yes,Low,Low,YES
853,81,131981,No Formal Education,Male,Unemployed,Divorced,0,No,Urban,Low,Always,8,8,Occasionally,Newspaper,No,Medium,Low,YES
854,32,39022,High School,Male,Self-employed,Married,1,No,Rural,Medium,Often,4,5,Never,Social Media,Yes,Low,Low,YES
855,46,121297,High School,Female,Unemployed,Widowed,3,No,Suburban,Low,Always,5,9,Regularly,Internet,No,Low,Low,YES
856,50,75428,High School,Female,Self-employed,Divorced,0,Yes,Rural,Low,Rarely,8,0,Occasionally,Newspaper,Yes,High,High,YES
857,44,74353,No Formal Education,Other,Self-employed,Widowed,3,Yes,Suburban,High,Never,8,7,Occasionally,Internet,Yes,Medium,High,NO
858,53,128132,No Formal Education,Male,Retired,Married,4,No,Suburban,Low,Rarely,7,1,Regularly,Social Media,Yes,Medium,Low,NO
859,46,31052,No Formal Education,Female,Self-employed,Widowed,3,Yes,Rural,Low,Often,8,8,Occasionally,Newspaper,Yes,Low,Low,YES
860,55,115689,Master,Male,Student,Widowed,3,No,Rural,Medium,Often,3,7,Occasionally,TV,Yes,High,Medium,NO
