age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
56,unemployed,single,unknown,no,48113,yes,no,telephone,26,jan,3515,3,-1,0,unknown,yes
21,unemployed,divorced,secondary,no,32780,yes,no,cellular,23,jul,2433,14,-1,0,unknown,yes
33,unemployed,single,secondary,no,22142,yes,no,cellular,18,oct,3236,3,190,6,other,yes
76,housemaid,single,tertiary,no,17873,no,no,cellular,14,dec,3255,13,-1,0,unknown,no
54,retired,married,tertiary,no,-1032,no,no,cellular,9,dec,1100,7,-1,0,unknown,yes
86,management,married,tertiary,no,94037,yes,yes,cellular,10,dec,110,16,-1,0,unknown,no
32,student,single,secondary,no,1010,yes,no,cellular,19,oct,1227,6,-1,0,unknown,no
68,blue-collar,married,tertiary,no,20374,yes,yes,cellular,31,jan,1381,1,-1,0,unknown,yes
51,services,single,secondary,no,80580,no,no,cellular,7,nov,2811,17,-1,0,unknown,no
33,technician,married,tertiary,no,45273,yes,yes,cellular,26,oct,1182,1,-1,0,unknown,yes
49,services,single,tertiary,no,33570,no,no,cellular,28,feb,1689,17,-1,0,unknown,yes
47,unemployed,married,tertiary,no,70014,yes,no,cellular,22,nov,452,12,65,10,failure,yes
37,admin.,married,unknown,no,78774,yes,no,telephone,17,jan,1646,16,263,6,other,yes
87,unemployed,married,tertiary,no,71600,no,no,telephone,29,nov,2226,12,-1,0,unknown,yes
83,student,married,tertiary,no,65486,yes,no,cellular,14,mar,2592,8,-1,0,unknown,yes
90,admin.,single,secondary,no,64019,yes,yes,cellular,9,may,2950,8,38,10,success,yes
78,retired,single,tertiary,no,742,yes,yes,cellular,27,jan,3279,10,-1,0,unknown,no
47,management,married,tertiary,no,67020,yes,no,cellular,13,jul,111,13,251,9,success,yes
72,blue-collar,married,tertiary,yes,90774,yes,no,cellular,30,dec,2700,12,-1,0,unknown,no
55,student,single,primary,no,16223,no,no,unknown,22,dec,2716,14,-1,0,unknown,yes
70,blue-collar,single,tertiary,no,57964,yes,no,cellular,23,jan,2381,7,-1,0,unknown,yes
89,retired,married,secondary,no,67910,no,yes,cellular,4,mar,1065,12,-1,0,unknown,no
53,housemaid,single,secondary,no,28300,yes,yes,telephone,8,mar,2150,8,352,5,failure,no
76,self-employed,single,tertiary,no,64106,yes,no,cellular,4,nov,1841,12,181,3,success,yes
86,services,single,tertiary,no,11031,no,yes,cellular,27,dec,3144,10,-1,0,unknown,yes
42,blue-collar,divorced,secondary,no,44727,no,no,cellular,6,aug,2550,10,159,10,unknown,yes
28,management,single,tertiary,no,12054,yes,no,unknown,5,jun,642,12,-1,0,unknown,yes
40,student,married,secondary,no,14560,yes,no,cellular,26,jun,1659,13,272,7,success,yes
49,technician,single,tertiary,no,75118,yes,no,telephone,27,jan,1824,4,-1,0,unknown,yes
31,technician,married,secondary,no,9097,yes,no,cellular,28,sep,2872,8,-1,0,unknown,yes
85,housemaid,single,tertiary,no,92735,no,no,cellular,4,jan,2194,13,25,3,success,yes
36,blue-collar,married,secondary,no,38549,yes,no,telephone,1,aug,2902,10,-1,0,unknown,yes
21,admin.,married,primary,no,34957,yes,no,cellular,19,jul,2287,7,-1,0,unknown,yes
45,blue-collar,married,tertiary,no,23056,no,no,cellular,22,feb,3076,11,-1,0,unknown,yes
75,blue-collar,married,tertiary,no,44641,yes,no,cellular,1,jan,271,15,-1,0,unknown,no
71,entrepreneur,divorced,tertiary,no,55565,yes,no,cellular,24,aug,3353,13,-1,0,unknown,yes
25,admin.,divorced,tertiary,no,17821,yes,no,cellular,18,oct,429,11,37,3,success,yes
50,entrepreneur,single,tertiary,no,50621,no,no,cellular,16,jan,3532,10,-1,0,unknown,yes
37,housemaid,married,tertiary,no,38378,yes,no,cellular,8,jan,813,10,294,8,other,yes
78,student,married,tertiary,no,24470,no,no,cellular,26,aug,1010,15,152,4,failure,yes
21,student,married,primary,no,72825,no,no,cellular,12,jan,975,4,86,5,failure,yes
27,self-employed,married,tertiary,no,42764,yes,no,telephone,30,jun,709,9,-1,0,unknown,yes
29,retired,divorced,secondary,no,69946,yes,no,telephone,20,jun,3454,6,220,6,failure,yes
78,blue-collar,married,tertiary,no,62358,no,no,cellular,30,jan,1038,16,-1,0,unknown,yes
49,services,married,secondary,no,99729,yes,no,cellular,24,nov,449,13,-1,0,unknown,yes
85,student,married,secondary,no,24578,yes,no,telephone,27,dec,84,18,-1,0,unknown,no
32,entrepreneur,single,secondary,no,21301,no,no,cellular,30,jul,1638,20,328,3,failure,yes
53,technician,married,tertiary,yes,62424,yes,yes,telephone,26,jul,1000,13,-1,0,unknown,no
71,retired,single,secondary,no,42595,yes,no,cellular,7,mar,85,8,210,10,success,no
85,blue-collar,married,secondary,no,68417,yes,no,telephone,23,apr,981,14,-1,0,unknown,yes
68,unemployed,married,secondary,no,27031,yes,yes,cellular,13,mar,2062,2,-1,0,unknown,yes
80,unemployed,married,secondary,no,89053,no,no,cellular,29,jun,1705,2,69,9,failure,yes
33,student,single,unknown,no,49513,yes,no,telephone,23,oct,2503,8,209,7,other,no
45,self-employed,married,secondary,no,61560,yes,no,unknown,11,dec,936,15,177,5,failure,yes
77,housemaid,single,primary,no,21001,yes,no,cellular,9,sep,1706,20,-1,0,unknown,no
67,retired,divorced,secondary,no,-388,no,no,cellular,10,dec,3278,11,-1,0,unknown,no
52,housemaid,single,secondary,no,23736,yes,no,cellular,17,jan,311,2,-1,0,unknown,yes
48,housemaid,married,primary,no,3846,yes,no,cellular,22,oct,1414,19,-1,0,unknown,no
78,retired,married,secondary,no,86465,yes,no,cellular,15,apr,2143,19,-1,0,unknown,yes
26,unemployed,single,primary,no,19039,yes,no,cellular,22,feb,1424,11,-1,0,unknown,yes
29,technician,single,secondary,no,61245,no,no,cellular,25,apr,59,20,-1,0,unknown,no
41,student,married,secondary,yes,78827,no,yes,cellular,31,dec,1900,4,53,6,success,yes
89,admin.,married,unknown,no,39130,yes,no,cellular,18,feb,2487,18,-1,0,unknown,yes
84,student,single,secondary,no,7260,yes,yes,cellular,28,may,2791,8,32,10,success,yes
41,unemployed,married,secondary,no,64961,yes,no,cellular,25,jul,1548,1,309,5,success,yes
47,management,married,secondary,no,22558,no,no,telephone,12,jun,125,5,-1,0,unknown,yes
43,unemployed,married,tertiary,yes,95139,no,no,cellular,18,jun,2975,14,303,3,failure,no
45,blue-collar,single,secondary,no,68297,yes,no,cellular,13,jul,1391,4,-1,0,unknown,yes
86,retired,married,secondary,no,91110,yes,yes,cellular,7,apr,3564,9,-1,0,unknown,no
54,self-employed,single,unknown,no,-193,no,no,telephone,4,apr,2462,4,5,7,failure,yes
72,admin.,married,primary,no,73663,yes,no,cellular,1,jun,2791,7,30,9,failure,yes
37,services,divorced,secondary,no,39095,yes,no,cellular,10,jul,1223,15,-1,0,unknown,yes
58,admin.,single,tertiary,no,65228,yes,yes,telephone,16,apr,858,8,282,8,unknown,yes
42,management,married,primary,no,31190,no,no,telephone,26,mar,3139,15,-1,0,unknown,no
53,unemployed,single,primary,no,34825,no,no,cellular,9,mar,2174,20,300,5,failure,no
49,technician,divorced,primary,no,27540,no,no,telephone,4,nov,2845,2,60,4,success,no
76,services,married,unknown,no,2501,no,no,unknown,7,nov,434,18,-1,0,unknown,no
35,admin.,married,unknown,no,45909,yes,no,cellular,14,aug,1559,5,-1,0,unknown,yes
49,unemployed,married,secondary,no,81942,no,no,cellular,23,jun,1333,11,127,3,failure,yes
42,technician,divorced,secondary,no,51428,yes,no,telephone,21,may,2975,7,-1,0,unknown,yes
20,blue-collar,married,secondary,no,25311,no,no,cellular,19,may,1017,7,-1,0,unknown,yes
36,student,single,tertiary,no,40234,yes,no,cellular,19,may,754,4,-1,0,unknown,yes
66,housemaid,married,primary,no,43549,yes,no,unknown,24,aug,1935,12,59,7,failure,no
61,housemaid,married,tertiary,no,86267,yes,no,telephone,28,jun,297,1,-1,0,unknown,no
81,self-employed,married,secondary,no,64797,no,no,cellular,7,may,2359,3,-1,0,unknown,yes
87,unemployed,single,primary,no,76708,yes,no,telephone,31,sep,3000,10,281,4,failure,yes
88,technician,married,primary,no,28464,yes,no,cellular,16,jan,1784,19,-1,0,unknown,yes
61,services,married,secondary,no,50135,yes,yes,telephone,22,sep,761,7,201,8,success,yes
18,admin.,married,tertiary,no,26835,yes,no,cellular,24,apr,2189,10,359,10,failure,yes
49,blue-collar,married,secondary,no,68027,yes,no,unknown,19,aug,1414,15,-1,0,unknown,no
80,student,single,tertiary,no,85913,yes,yes,telephone,9,dec,463,4,-1,0,unknown,yes
23,unemployed,married,secondary,no,85247,yes,no,cellular,27,jul,1549,18,-1,0,unknown,yes
35,student,single,tertiary,no,46876,no,no,telephone,16,oct,3228,14,-1,0,unknown,no
39,management,single,unknown,no,62732,no,no,cellular,16,may,2818,10,-1,0,unknown,no
20,admin.,married,secondary,no,22208,yes,yes,cellular,21,jan,319,3,245,7,failure,yes
64,unemployed,married,primary,no,43482,no,no,cellular,14,sep,1703,10,-1,0,unknown,yes
25,technician,married,primary,no,65961,yes,yes,telephone,2,dec,679,20,-1,0,unknown,no
31,retired,married,secondary,yes,33275,yes,no,cellular,1,apr,3418,19,322,10,success,yes
37,retired,single,secondary,no,26806,yes,no,telephone,25,nov,2004,11,-1,0,unknown,yes
32,blue-collar,married,tertiary,no,57000,yes,no,telephone,12,mar,615,17,-1,0,unknown,yes
29,student,married,secondary,no,9802,yes,no,cellular,14,jan,2423,19,-1,0,unknown,yes
38,admin.,married,secondary,no,53590,no,no,cellular,12,dec,1785,2,-1,0,unknown,no
32,housemaid,married,tertiary,no,15807,yes,no,cellular,19,feb,3542,16,-1,0,unknown,yes
80,unemployed,married,secondary,no,11094,yes,no,cellular,3,dec,1767,3,342,1,failure,no
37,technician,married,secondary,no,35370,yes,no,cellular,31,may,1813,14,-1,0,unknown,yes
20,entrepreneur,divorced,secondary,no,7824,yes,yes,unknown,1,nov,3396,11,-1,0,unknown,no
88,student,married,tertiary,no,8015,yes,no,cellular,19,mar,281,5,-1,0,unknown,no
47,management,divorced,unknown,no,26694,yes,no,cellular,14,apr,3064,11,-1,0,unknown,no
55,admin.,single,secondary,no,17152,yes,no,cellular,23,aug,2845,18,13,7,other,no
29,retired,single,primary,no,94900,no,no,cellular,9,sep,1450,7,230,5,other,yes
60,blue-collar,divorced,secondary,no,-1061,no,no,cellular,9,aug,1412,16,-1,0,unknown,no
41,blue-collar,single,unknown,no,72958,no,yes,cellular,8,may,404,10,-1,0,unknown,yes
32,blue-collar,divorced,secondary,no,38434,yes,no,cellular,16,jun,145,10,-1,0,unknown,no
69,self-employed,married,tertiary,no,9462,yes,no,cellular,3,sep,2066,3,-1,0,unknown,no
29,blue-collar,single,secondary,no,81620,no,no,telephone,18,feb,2965,18,-1,0,unknown,yes
22,services,single,tertiary,no,73869,yes,no,cellular,1,oct,1184,20,142,7,failure,yes
37,housemaid,married,secondary,no,97551,yes,no,cellular,15,sep,1648,7,-1,0,unknown,yes
89,management,single,tertiary,no,58920,yes,no,telephone,27,sep,1763,18,-1,0,unknown,yes
25,blue-collar,single,tertiary,no,67944,yes,no,cellular,28,jul,51,7,24,8,failure,no
89,retired,married,primary,no,23121,yes,no,cellular,22,jun,1211,7,-1,0,unknown,yes
46,technician,married,secondary,no,12147,yes,no,cellular,23,may,680,14,-1,0,unknown,no
61,student,married,primary,no,19132,no,yes,telephone,26,jul,921,15,-1,0,unknown,no
58,self-employed,married,primary,no,65438,yes,no,cellular,4,apr,2607,3,-1,0,unknown,yes
82,unemployed,married,secondary,no,37619,yes,no,cellular,13,oct,1414,15,-1,0,unknown,yes
21,admin.,married,unknown,no,85750,yes,no,telephone,1,nov,739,6,-1,0,unknown,yes
74,unemployed,married,secondary,no,77845,no,no,telephone,2,nov,951,13,-1,0,unknown,yes
52,unemployed,divorced,tertiary,no,39951,yes,no,cellular,26,jul,2725,6,226,7,other,yes
73,housemaid,married,primary,no,8243,yes,yes,cellular,22,jun,2394,9,-1,0,unknown,no
44,admin.,married,secondary,no,63889,yes,no,cellular,19,jun,2304,6,319,8,other,no
68,management,married,secondary,no,73627,no,no,cellular,22,dec,1181,7,150,5,failure,yes
58,admin.,married,secondary,no,38532,yes,no,cellular,13,dec,3140,19,-1,0,unknown,yes
18,unemployed,married,primary,no,61716,no,yes,unknown,25,jun,416,7,214,3,other,yes
31,management,single,secondary,no,38376,no,no,cellular,2,oct,872,19,100,7,success,yes
48,housemaid,married,tertiary,no,66930,yes,no,cellular,30,nov,2582,15,-1,0,unknown,yes
69,admin.,married,tertiary,no,75763,yes,no,cellular,23,aug,1116,14,11,4,success,no
28,services,single,tertiary,no,52032,yes,no,telephone,15,mar,924,12,-1,0,unknown,no
47,unemployed,single,tertiary,no,91153,yes,yes,cellular,17,jul,2438,5,-1,0,unknown,yes
85,retired,married,tertiary,no,44580,no,no,cellular,19,jul,654,8,-1,0,unknown,yes
70,student,married,secondary,no,15213,yes,no,cellular,10,apr,1615,8,-1,0,unknown,yes
31,housemaid,married,tertiary,no,69405,no,no,cellular,14,aug,261,11,-1,0,unknown,no
78,self-employed,married,tertiary,no,48754,yes,no,cellular,24,feb,2516,18,-1,0,unknown,no
86,retired,married,primary,no,6820,yes,no,cellular,8,aug,103,6,-1,0,unknown,no
51,services,married,secondary,no,27205,no,no,cellular,6,aug,2686,17,-1,0,unknown,yes
45,self-employed,married,tertiary,no,15056,yes,no,cellular,25,nov,1058,19,-1,0,unknown,yes
60,student,married,tertiary,no,8115,yes,no,telephone,20,mar,1055,1,-1,0,unknown,yes
70,services,single,tertiary,no,8452,no,no,cellular,30,dec,57,17,-1,0,unknown,no
54,retired,married,secondary,no,17248,no,no,telephone,28,aug,2012,9,318,10,other,no
20,unemployed,married,secondary,no,78505,yes,no,telephone,8,sep,694,6,-1,0,unknown,no
80,unemployed,married,secondary,no,71832,no,no,cellular,31,jun,1484,1,-1,0,unknown,yes
85,housemaid,single,secondary,no,78643,yes,no,cellular,2,oct,2218,11,-1,0,unknown,yes
41,blue-collar,married,secondary,no,75886,yes,no,cellular,24,jan,1859,9,-1,0,unknown,yes
75,unemployed,married,primary,no,23711,no,no,unknown,3,jun,3600,10,365,9,success,yes
26,student,married,primary,no,34540,yes,no,cellular,31,jul,1098,5,-1,0,unknown,yes
31,self-employed,married,primary,no,85246,yes,no,unknown,8,sep,2985,12,-1,0,unknown,yes
67,self-employed,married,secondary,no,77555,no,no,cellular,14,jun,3509,7,359,7,failure,yes
55,blue-collar,married,secondary,no,40214,no,no,cellular,1,jul,971,10,-1,0,unknown,yes
74,housemaid,married,tertiary,yes,96873,yes,no,telephone,25,feb,3006,8,270,8,success,yes
89,housemaid,single,unknown,no,94655,no,no,cellular,21,may,3159,9,-1,0,unknown,yes
23,admin.,married,unknown,no,12023,no,yes,cellular,11,jan,450,14,-1,0,unknown,yes
79,blue-collar,divorced,primary,no,40115,no,yes,cellular,31,nov,48,10,-1,0,unknown,no
70,services,married,primary,no,89737,no,yes,cellular,13,aug,3547,3,-1,0,unknown,yes
29,blue-collar,married,secondary,no,98272,yes,no,cellular,16,jun,627,18,168,10,other,yes
19,management,divorced,unknown,no,50665,yes,no,telephone,4,oct,2208,13,-1,0,unknown,yes
47,entrepreneur,married,secondary,no,59116,yes,no,telephone,26,aug,2317,19,-1,0,unknown,yes
21,housemaid,single,secondary,no,88280,no,no,telephone,31,dec,1353,16,-1,0,unknown,yes
56,housemaid,married,secondary,yes,73483,yes,no,cellular,26,apr,3488,10,-1,0,unknown,no
76,services,married,unknown,no,71669,yes,no,cellular,1,may,727,2,-1,0,unknown,yes
90,blue-collar,married,unknown,no,57291,yes,no,telephone,10,may,813,15,-1,0,unknown,no
63,technician,divorced,secondary,no,37856,yes,no,telephone,26,apr,3326,10,-1,0,unknown,yes
48,student,married,tertiary,no,15913,yes,no,cellular,13,dec,3176,8,8,7,unknown,yes
28,management,married,secondary,no,98333,no,no,telephone,22,jan,1003,15,-1,0,unknown,no
33,student,married,primary,no,19723,yes,no,telephone,26,jun,896,6,-1,0,unknown,yes
37,student,single,secondary,no,35978,yes,no,telephone,7,apr,471,9,-1,0,unknown,yes
35,admin.,married,tertiary,no,87447,yes,no,cellular,12,jun,1697,15,-1,0,unknown,no
50,entrepreneur,single,secondary,no,69448,yes,no,cellular,15,feb,1773,12,-1,0,unknown,yes
67,student,divorced,tertiary,no,65086,yes,no,cellular,8,jul,2360,8,-1,0,unknown,yes
88,admin.,single,secondary,no,68772,no,no,cellular,30,may,2368,7,-1,0,unknown,yes
25,admin.,married,secondary,no,70478,yes,no,telephone,24,jan,2290,10,-1,0,unknown,no
86,self-employed,married,secondary,no,7376,no,no,cellular,17,jan,3388,8,284,5,failure,no
70,management,divorced,secondary,no,24901,yes,no,cellular,4,oct,1945,16,-1,0,unknown,yes
59,self-employed,married,secondary,no,37151,no,no,cellular,6,apr,383,6,225,5,failure,yes
25,management,divorced,primary,no,50876,yes,no,cellular,24,jan,2124,5,347,8,failure,yes
33,self-employed,single,tertiary,no,35239,no,yes,cellular,4,oct,3105,11,315,1,unknown,yes
21,self-employed,married,tertiary,no,52929,yes,no,telephone,6,may,2533,15,216,3,failure,yes
24,unemployed,single,secondary,no,11812,yes,no,telephone,10,feb,2138,11,-1,0,unknown,yes
62,blue-collar,single,tertiary,no,11484,yes,no,telephone,25,nov,2442,17,-1,0,unknown,yes
51,unemployed,married,secondary,no,19695,yes,no,telephone,22,jun,1598,3,-1,0,unknown,no
64,housemaid,married,tertiary,no,18146,yes,no,cellular,1,may,1448,13,248,5,success,yes
46,services,single,secondary,no,90438,yes,no,cellular,3,feb,608,14,-1,0,unknown,yes
87,blue-collar,single,primary,no,19288,no,no,cellular,14,feb,721,18,-1,0,unknown,yes
38,retired,divorced,secondary,no,79800,no,yes,cellular,22,oct,1540,4,-1,0,unknown,yes
25,retired,single,primary,no,25010,no,no,telephone,13,mar,1566,3,236,6,success,no
54,housemaid,married,secondary,no,52040,yes,yes,cellular,16,nov,3556,8,281,8,success,yes
56,unemployed,married,primary,no,30453,yes,no,cellular,5,aug,424,7,-1,0,unknown,yes
31,entrepreneur,single,tertiary,no,40929,no,yes,cellular,14,may,2920,3,-1,0,unknown,yes
28,housemaid,married,tertiary,no,85867,yes,no,telephone,13,mar,3067,14,232,1,success,yes
26,admin.,married,primary,no,-1166,no,no,cellular,18,feb,1078,4,-1,0,unknown,yes
55,entrepreneur,divorced,primary,no,67227,no,yes,cellular,24,feb,817,19,-1,0,unknown,yes
67,management,single,tertiary,yes,22214,no,no,cellular,11,sep,3498,5,-1,0,unknown,no
85,student,married,unknown,no,70305,yes,no,cellular,12,may,3444,5,56,2,failure,yes
48,unemployed,divorced,secondary,no,11715,no,yes,cellular,30,oct,439,2,244,5,unknown,yes
65,services,divorced,unknown,no,84706,yes,no,cellular,13,aug,1840,15,-1,0,unknown,yes
40,management,married,secondary,no,21205,yes,no,cellular,9,may,593,13,185,9,success,no
63,self-employed,single,secondary,no,12375,no,no,cellular,16,feb,3109,7,-1,0,unknown,no
21,student,married,secondary,no,24484,yes,yes,cellular,2,dec,1895,3,-1,0,unknown,yes
68,management,married,tertiary,yes,71771,yes,no,cellular,15,sep,265,9,-1,0,unknown,no
36,services,single,secondary,no,63481,no,no,cellular,30,jun,3466,14,-1,0,unknown,yes
50,blue-collar,married,secondary,no,77322,no,no,cellular,27,oct,636,6,-1,0,unknown,yes
67,retired,single,tertiary,no,82547,no,no,unknown,15,dec,494,4,38,1,other,no
49,technician,married,primary,no,25269,yes,no,telephone,4,apr,1517,1,115,6,failure,no
34,self-employed,married,primary,yes,31399,yes,no,cellular,20,feb,578,1,325,3,failure,no
57,housemaid,married,tertiary,no,13267,no,yes,cellular,9,jul,1194,9,-1,0,unknown,yes
23,blue-collar,married,secondary,no,29344,no,yes,cellular,9,jul,1554,5,-1,0,unknown,yes
36,student,divorced,secondary,no,38522,no,yes,cellular,14,apr,1105,5,-1,0,unknown,yes
34,management,married,primary,no,79390,no,yes,unknown,14,jan,1016,6,-1,0,unknown,no
49,entrepreneur,single,tertiary,no,26794,no,no,unknown,23,dec,862,13,260,4,failure,yes
71,unemployed,married,secondary,no,89607,yes,yes,cellular,6,mar,2575,18,-1,0,unknown,no
60,self-employed,divorced,primary,no,49784,no,no,unknown,28,jun,1617,17,-1,0,unknown,no
74,housemaid,single,secondary,no,4908,yes,no,telephone,1,dec,2676,1,-1,0,unknown,no
75,retired,married,secondary,no,98714,yes,no,cellular,3,may,528,6,-1,0,unknown,yes
57,unemployed,divorced,unknown,no,86205,yes,yes,cellular,27,jul,2789,8,14,6,failure,yes
24,management,divorced,primary,no,77706,yes,no,cellular,16,jan,1550,9,334,8,success,no
18,self-employed,single,tertiary,no,68487,no,no,cellular,28,dec,2318,16,-1,0,unknown,yes
29,services,single,tertiary,no,35577,no,no,telephone,18,jan,1408,18,52,2,failure,yes
85,unemployed,single,secondary,no,73218,yes,no,cellular,27,mar,3373,8,353,5,failure,no
81,retired,married,secondary,no,98220,yes,no,cellular,29,jan,708,8,26,2,success,yes
71,self-employed,single,secondary,no,37144,no,no,cellular,7,dec,3129,18,219,10,success,yes
39,management,married,secondary,no,21365,no,yes,cellular,13,jan,1662,18,-1,0,unknown,yes
56,technician,married,primary,no,32869,no,yes,unknown,4,may,431,13,191,10,success,yes
26,entrepreneur,single,secondary,no,54390,no,no,cellular,6,aug,2588,11,-1,0,unknown,yes
77,technician,married,tertiary,no,56296,no,no,cellular,6,jun,3280,6,-1,0,unknown,yes
44,self-employed,married,secondary,no,10627,no,no,cellular,29,sep,2318,15,86,10,failure,yes
34,retired,married,unknown,no,64002,yes,no,telephone,24,may,527,20,-1,0,unknown,yes
30,self-employed,married,primary,no,10226,yes,no,cellular,21,nov,1545,19,-1,0,unknown,yes
50,admin.,married,primary,no,38813,yes,yes,cellular,20,jun,3514,3,-1,0,unknown,yes
43,housemaid,divorced,secondary,no,60866,yes,no,cellular,17,jan,1576,17,-1,0,unknown,no
38,student,married,tertiary,no,90091,no,no,cellular,9,nov,2255,1,-1,0,unknown,yes
58,services,single,secondary,no,79918,yes,no,telephone,28,oct,609,11,-1,0,unknown,no
26,student,married,secondary,no,28266,yes,no,telephone,16,jan,1053,9,-1,0,unknown,yes
56,entrepreneur,single,secondary,no,89934,no,no,cellular,25,sep,2167,19,-1,0,unknown,no
41,retired,married,tertiary,no,5934,yes,no,cellular,5,may,1460,5,266,9,unknown,yes
82,retired,married,tertiary,no,87028,yes,no,telephone,4,jan,552,19,-1,0,unknown,yes
90,technician,married,tertiary,no,67106,yes,no,cellular,23,aug,3148,2,-1,0,unknown,yes
84,blue-collar,single,secondary,no,48615,no,no,cellular,9,feb,3453,16,-1,0,unknown,no
84,management,married,unknown,no,66944,yes,no,cellular,13,nov,1127,10,-1,0,unknown,yes
63,management,divorced,secondary,no,72835,no,no,unknown,26,may,1419,9,150,3,failure,no
51,self-employed,married,secondary,no,57691,yes,no,unknown,6,mar,179,1,-1,0,unknown,no
82,entrepreneur,married,primary,no,24057,yes,no,cellular,2,jun,2999,14,85,5,failure,yes
90,admin.,married,secondary,no,64416,no,no,cellular,19,may,2853,15,-1,0,unknown,yes
81,retired,single,secondary,no,17908,yes,no,cellular,13,oct,3213,5,238,4,other,no
37,blue-collar,married,secondary,no,71069,yes,no,cellular,23,dec,1184,9,246,6,other,yes
72,housemaid,married,secondary,no,86954,no,yes,cellular,27,oct,1559,2,-1,0,unknown,yes
62,services,married,secondary,no,24122,yes,no,telephone,12,jun,1532,4,-1,0,unknown,yes
89,admin.,single,tertiary,no,-670,yes,no,telephone,15,mar,1544,3,-1,0,unknown,no
40,housemaid,married,primary,no,96508,no,no,cellular,1,jul,2568,6,-1,0,unknown,no
23,entrepreneur,married,primary,no,46609,no,no,cellular,22,oct,3052,4,-1,0,unknown,yes
57,unemployed,married,primary,no,7920,yes,no,telephone,10,apr,1000,2,316,5,success,yes
56,management,married,tertiary,no,5409,no,no,cellular,2,mar,3158,5,-1,0,unknown,yes
18,blue-collar,married,primary,no,65793,yes,no,cellular,14,aug,3562,3,56,10,failure,yes
24,admin.,divorced,secondary,no,16168,no,no,cellular,21,feb,2322,3,-1,0,unknown,yes
81,technician,single,tertiary,no,92473,yes,no,cellular,31,jun,2618,17,-1,0,unknown,no
41,blue-collar,married,tertiary,no,80460,yes,no,cellular,4,jan,253,16,-1,0,unknown,no
52,blue-collar,married,primary,no,67523,no,no,cellular,9,aug,3577,12,317,6,success,yes
69,entrepreneur,married,secondary,no,57348,no,no,cellular,30,nov,374,14,-1,0,unknown,no
85,management,married,primary,no,73332,yes,no,cellular,30,jun,2738,20,-1,0,unknown,yes
52,services,married,tertiary,no,83589,no,no,cellular,21,jul,1834,10,86,8,unknown,yes
29,admin.,married,primary,no,88307,no,no,cellular,8,feb,1670,6,-1,0,unknown,no
72,admin.,married,secondary,no,90145,yes,yes,telephone,1,feb,2876,20,-1,0,unknown,no
77,unemployed,married,tertiary,no,87211,no,no,cellular,8,mar,2642,13,-1,0,unknown,yes
82,admin.,married,tertiary,no,11217,yes,no,telephone,15,may,338,13,-1,0,unknown,yes
73,services,divorced,tertiary,no,57213,no,no,cellular,8,jan,2000,4,-1,0,unknown,yes
18,technician,single,secondary,no,66195,yes,no,cellular,10,feb,1541,15,-1,0,unknown,yes
85,admin.,single,secondary,no,8426,yes,no,cellular,18,apr,338,6,296,9,failure,yes
78,self-employed,single,primary,no,71860,yes,no,cellular,7,jun,3261,7,278,3,success,yes
44,housemaid,divorced,tertiary,no,43538,yes,no,cellular,25,aug,2308,17,-1,0,unknown,no
32,services,married,secondary,no,44631,yes,yes,cellular,21,feb,3354,4,271,6,success,yes
65,unemployed,single,secondary,no,61374,no,no,cellular,8,sep,3370,20,91,4,success,yes
59,technician,divorced,unknown,no,75288,yes,no,cellular,2,dec,3311,5,-1,0,unknown,yes
80,unemployed,married,secondary,no,89320,yes,no,telephone,16,mar,1038,6,-1,0,unknown,yes
89,technician,married,tertiary,yes,69094,yes,no,cellular,2,oct,1429,13,-1,0,unknown,no
57,housemaid,married,primary,no,39631,yes,no,cellular,3,nov,89,8,-1,0,unknown,no
57,management,divorced,secondary,no,84810,no,no,cellular,10,aug,2748,9,-1,0,unknown,yes
78,blue-collar,married,secondary,no,6746,yes,no,telephone,15,jun,2530,9,-1,0,unknown,yes
54,self-employed,single,tertiary,no,13268,yes,no,cellular,21,feb,1380,6,113,4,other,no
49,admin.,married,secondary,no,39312,yes,no,cellular,21,jun,3258,16,-1,0,unknown,no
52,unemployed,married,secondary,no,14830,no,no,cellular,31,jul,657,8,-1,0,unknown,yes
45,management,married,secondary,no,36307,no,no,cellular,30,sep,722,8,-1,0,unknown,yes
81,retired,single,secondary,no,88334,no,no,telephone,24,oct,2354,7,213,3,failure,yes
76,technician,married,tertiary,no,63478,yes,no,telephone,18,jun,2600,12,-1,0,unknown,no
34,technician,single,primary,no,69131,no,no,cellular,13,nov,2375,1,352,10,success,yes
43,admin.,married,tertiary,no,55938,no,yes,telephone,2,may,1136,13,-1,0,unknown,yes
48,student,married,secondary,no,48018,yes,no,cellular,23,may,2838,17,-1,0,unknown,yes
66,admin.,single,secondary,no,59189,no,no,telephone,3,dec,1484,8,189,7,failure,yes
34,admin.,single,primary,no,20577,no,no,cellular,20,sep,2914,17,-1,0,unknown,no
80,admin.,married,tertiary,no,3642,no,no,cellular,20,nov,78,6,270,4,success,no
57,unemployed,married,secondary,no,8773,no,no,cellular,29,may,812,8,-1,0,unknown,no
52,housemaid,single,secondary,no,61624,yes,no,cellular,4,nov,1587,1,-1,0,unknown,yes
18,student,single,secondary,no,51341,yes,yes,cellular,11,jul,752,16,-1,0,unknown,no
